,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,DPY19L1P1,ANTXRLP1,AC004980.3,AC004381.3,AC112907.2,MTCO2P12,SUMO2P19,AC134349.2,HSD17B1P1,NPIPB10P,AC233699.1,FRG1BP,AL356274.1,ZNF285B,OR52M2P,AC027139.1,GNRHR2P1,TEX28P2,HERC2P10,DDX11L8,H1-12P,AC010615.1,AL513485.1,MTND3P23,AC091849.1,MTND2P28,BX005040.4,AC008752.3,MTND4LP7,AC243725.1,FCGR1CP,MAGOH3P,AC245517.5,MTND1P11,ABHD17AP1,RDM1P2,LAMB2P1,CDRT15P12,AC018804.1,NCF1C,AC055876.2,MTND4P15,AC007663.1,NSFP1,OR7E36P,GOLGA8VP,AC000041.1,AC087359.1,AC133552.4,AC011330.1,AC025287.5,TCP1P1,AC010087.1,OXCT2P1,AL445187.1,AC107075.1,TCAF1P1,FRG1JP,MTCO1P2,Diagnosis
RNA140_FPKM,0.431654078,0.336680171,0.29966298,0.781345841,1.240769937,0.153804209,0.690144601,1.543432696,0.06891902,0.572189043,0.0,8.523413665,0.718814809,0.323422942,0.243988333,0.75406565,0.0,2.008137142,6.278841482,0.428692984,0.852824741,0.541157861,106.8755175,0.151550651,2.008124088,0.073993102,0.135093477,0.18069654,0.211321019,4.143139125,0.426484568,9.809149755,5.961773409,5.43879637,0.363270895,0.569427302,1.19240894,0.231255067,1.181164992,0.887894794,0.57370871,11.41887563,3.85622869,0.063519474,4.260547552,5.447647092,0.23479185,0.0,1.020894963,0.082205698,0.442081451,0.448866771,0.225427921,1.196691139,0.0,0.537837401,12.92373425,0.0,0.116688337,52.46428811,0.620218601,8.451802967,1.45355131,0.0,0.0,5.847620211,0.0,2.511102827,0.0,8.405914852,2.469626012,5.699294844,1.082470527,0.923538289,0.146643255,1.487119987,0.298155525,11.13079311,0.264775462,0.166883217,0.0,0.459336952,0.693765202,0.671385679,2.328228982,0.0,1.837875803,0.901772135,0.52265309,3.108581078,0.0,0.129565657,0.0,0.0,2.660672748,0.0,0.095671758,0.417091882,0.265950573,0.475851092,0.0,0.879623644,0.630470148,601.9388959,0.150818522,0.643096957,0.0,2.625299839,6.90665484,0.0,0.942318695,0.52269981,43.92201191,0.32479921,0.890781414,0.360539396,1.481828586,567.1748662,0.279589063,0.221628767,0.492305491,1.867592349,0.079965291,0.254663533,3.052410977,0.131576159,0.0,2.123038621,0.0,0.0,0.0,0.0,0.587137033,22.6018231,0.512597729,0.983641317,0.43418123,1
RNA145_FPKM,0.649294399,0.0,0.0,0.573384034,2.67242379,1.17810941,0.283151876,0.656564345,0.065952852,0.149393014,0.0,7.903625443,0.4586674,0.0,0.058412458,0.649620803,0.214293211,1.048461006,4.160862357,0.512984717,0.408234553,0.310864613,83.36535388,0.064468476,0.256290468,0.283386163,0.0,0.288275547,0.0,1.982901216,0.320759209,3.660163879,7.885566406,4.2506893,0.695645556,0.0,0.507241552,0.184467232,0.904554594,0.377726094,0.329563236,9.86378318,3.885420403,0.121636609,7.703294047,3.932232702,0.0,0.095646577,1.384369365,0.078743518,0.592503691,0.75195689,0.107891851,0.793023224,0.02061907,0.301535212,9.228775338,0.410528005,0.037244641,95.1113661,0.594097439,7.0348684,1.530479656,0.0,0.0,3.918242801,0.416198196,2.136648881,0.266093929,15.60255855,1.654791863,14.55946345,0.34535595,0.552564476,0.210527908,1.198714808,0.0,7.118440436,0.450557802,0.079871824,0.0,0.10992142,0.0,0.535550027,3.466648715,0.16053359,1.912212765,1.024995633,0.125073259,2.303665184,0.712612521,0.082674345,0.0,0.0,2.083728217,0.0,0.06104704,0.0,0.636315538,0.124240109,0.0,0.0,0.603917231,171.9083004,0.096235551,0.205176358,0.496889683,3.853245918,3.111072237,0.326813349,0.451073981,0.166764346,58.40491804,0.155476564,0.609045555,0.0,1.300164756,1010.656019,0.0,0.070739579,0.412363456,0.74484905,0.153129525,0.081248925,2.921889632,0.0,0.21610291,0.858037272,0.0,0.090736377,0.0,0.285509251,0.281053788,17.21450058,0.0,0.0,0.103945925,0
RNA150_FPKM,0.621011874,0.713741259,0.582328165,1.104337401,4.603534409,0.326172081,1.149609091,3.635719245,0.219116955,0.275701009,0.354783667,9.458705726,1.015895461,1.199649857,0.064660812,1.518779039,0.474432118,5.999264355,4.095730433,0.454442,0.903806436,0.803169833,68.04910366,0.196336592,1.135307734,0.235375391,0.644262022,0.255377036,0.672221685,3.897822774,0.32291687,13.92289333,14.36315437,5.729712283,0.0,0.724394114,2.10666959,0.449392645,2.754790825,0.732042317,0.0,12.00606892,4.733181958,0.067352769,7.627678446,5.348725901,0.0,0.105877848,1.232478358,0.087166677,0.74985563,0.594784383,0.179226018,2.244351136,0.045649366,2.45970596,5.871316657,0.454442,0.41228683,77.52277943,0.657647773,5.453500335,2.080123615,0.178042574,0.0,1.859555771,1.382746599,1.922447511,0.442025552,6.663642499,2.879603354,15.8491633,0.764923651,0.856633483,0.31081912,0.0,0.631958407,7.471054613,0.280653849,0.221133614,0.0,0.365194926,0.0,0.474432118,6.03280141,0.0,4.065880143,1.254642349,0.83106859,2.338602386,0.0,0.137335613,0.253046953,0.255175634,2.307628703,0.13249906,0.033803041,0.442025552,1.127396182,0.366851139,0.0,0.46622868,0.668517984,463.200518,0.319725992,0.681663,0.275138354,2.783123128,7.752013474,0.361926962,0.0,0.461704772,42.83106131,0.0,0.80940173,0.509547566,1.047128493,706.1032406,0.296302843,0.156613119,0.195703248,2.199665931,0.0,0.314924768,2.311162173,0.0,0.478643054,2.000463281,0.0,0.150727968,0.923409544,0.105395018,0.0,13.65404114,0.253575787,0.43442898,0.690389838,1
RNA151_FPKM,0.468880999,1.173258485,0.854392291,0.816876215,2.948256848,0.877320698,0.187378486,0.651955322,0.0,0.148313247,0.0,9.366727495,0.797010442,0.0,0.0,0.143311214,1.063532854,0.867618907,6.426527233,0.101888462,0.405277011,2.263307148,81.36572418,0.01600719,0.0,0.0,0.19254472,0.801413814,0.200954529,0.615272166,0.173713001,3.634370641,4.945146587,2.685859859,0.0,0.974305704,0.629626221,0.183163992,0.224596239,0.37507449,0.0,8.735209157,3.857980296,0.060403485,4.109368875,2.673679979,0.055803527,0.094953645,1.48237787,0.156283349,0.504230668,0.426647233,0.321381881,1.224838725,0.081862336,0.357825995,7.018878608,0.407553849,0.036974814,68.75105928,0.0,4.191047901,1.588739166,0.212854085,0.261893809,1.667245465,0.0,2.121536514,0.132139499,8.128212019,3.051283876,5.135393084,0.171500201,0.0,0.348381079,0.0,0.0,7.945816686,0.587157654,0.039663524,0.397345063,0.163713719,0.0,1.701584271,3.933832112,0.0,1.442990582,0.964188642,0.248390512,3.907605185,0.176938012,0.082077503,0.151231437,0.0,2.068956293,0.0,0.03031533,0.0,0.505435746,0.123342139,0.0,0.836081032,0.0,294.4224101,0.095540809,0.814944152,0.740052834,2.99429225,24.39077274,0.162292137,0.0,0.496747793,33.50472046,0.308576485,0.685362332,0.228395194,1.173577969,1530.982581,0.0,0.210624911,0.116960442,1.97222499,0.0,0.040347378,2.072369733,0.0,0.0,0.493240043,0.0,0.22525758,0.0,0.094482702,0.557811339,15.70695474,0.194872847,0.701165222,0.515881513,0
RNA152_FPKM,2.276160637,0.247343175,0.055037094,0.373064389,2.050776385,0.339099514,0.325956122,0.566943906,0.265728068,0.573134712,0.0,8.21747343,0.527939768,0.356341862,0.067223565,1.163216739,0.493235656,3.821936965,4.257495883,0.708554762,0.469813851,0.477017918,111.4377766,0.074205126,1.327686016,0.081568069,0.0,0.0,0.465909581,2.53931363,0.503501804,8.243413885,9.196555804,4.4481466,0.800920756,0.501936764,0.0,0.127419211,1.041169139,0.597857338,0.252922344,15.85493694,5.590586815,0.140044429,9.632283054,6.789573945,0.19406926,0.110074188,1.593540678,0.815496798,0.779472016,0.98924169,0.186329423,1.115663814,0.0,0.380963247,6.554726544,0.0,0.385719179,89.33787425,0.68371284,10.4596775,2.722706353,0.123399383,0.0,4.188040846,0.0,2.305798939,0.0,17.31585935,2.449129543,15.25063674,0.0,0.381679331,0.242353543,0.0,0.0,10.87177458,0.194483805,0.045979595,0.0,0.253045622,0.0,1.109649602,7.410702785,0.092413933,4.22610254,1.676701626,0.431927218,2.983250987,0.0,0.142778743,0.0,0.0,2.931490656,0.137750499,0.140533904,0.229772348,0.585884376,0.762630166,0.199045395,0.727060629,0.695013879,491.1249283,0.221539942,0.708554762,0.286043127,3.471268285,12.08637607,0.0,0.0,0.288002327,73.17783766,0.178929105,1.308699656,0.264871431,1.36049939,504.4943619,0.0,0.325554339,0.33902767,2.229256276,0.0,0.14031704,1.441657361,0.0,0.373210116,2.027320828,0.0,0.104467925,0.0,0.0,0.0,16.06659206,0.150603507,0.270988226,0.598000443,0
RNA155_FPKM,0.536905022,0.344872401,0.0,0.666942034,0.635537217,0.157602979,0.0,0.175665343,0.070583366,0.106572703,0.0,3.41036677,0.122717547,0.0,0.0,0.077244148,0.229240697,1.86995786,1.484260968,0.329372518,0.873419862,0.997831642,92.80713709,0.05174608,3.017009329,0.0,0.207533835,0.0,0.433080763,0.901825537,0.24962085,2.213846663,9.659763367,2.80274044,0.0,0.0,1.085590677,0.118441027,1.210078602,0.202123019,0.235100985,10.74556331,4.989279473,0.0,9.083888248,2.881512188,0.120263196,0.306954493,1.045716096,0.16847215,0.181161246,0.459829869,0.0,0.565773783,0.0,0.196751929,9.245489903,0.0,0.079685094,108.2931022,0.0,9.284674137,1.265561837,0.0,0.0,1.497530224,0.445419246,2.572232188,0.0,16.2472858,1.517885003,17.74103425,0.0,0.354785526,0.300369175,0.0,0.0,6.721324818,0.060270684,0.042739791,0.0,0.058819472,0.236882054,2.750687803,2.384648501,0.0,1.882582613,0.981417968,0.133854585,1.027125342,0.0,0.0,0.0,0.0,1.734273687,0.38413306,0.0,0.427164359,0.544746186,0.443107928,0.0,0.450553762,0.0,230.4569962,0.205984394,0.658745037,0.0,2.689215078,12.69253462,0.524638105,0.0,0.0,65.51593052,0.166321442,0.695202252,0.492416237,1.897245589,999.0766676,0.0,0.227021523,0.189123575,0.743933852,0.081940333,0.043476684,0.893383745,0.0,0.0,0.773211037,0.0,0.0,0.0,0.254628917,0.0,10.95325555,0.1050216,0.167929275,0.0,0
RNA165_FPKM,1.703534919,0.775045758,0.919796078,1.019297527,3.213800088,2.479248328,1.021440338,0.789631856,0.158639357,0.299392397,0.385186271,6.28515766,0.965233258,0.0,0.421287862,0.954782373,0.2575439,1.050738387,4.447316805,0.986904572,0.490628323,0.124570879,97.00409482,0.096912764,0.0,0.0,0.233242218,0.623989599,0.24327554,4.172873055,0.210391663,15.50102006,13.47522739,6.195824473,0.418202237,1.442148897,2.440014595,0.266177331,1.359779089,0.794897977,0.0,15.28092981,10.5127168,0.073124454,6.393566413,6.578931927,0.270297058,0.229901753,1.664738993,0.189272564,0.407168222,1.162639444,0.259517117,2.542972813,0.0,0.601397856,5.667001243,0.493384662,0.17909591,69.53916211,1.42800764,7.261116721,1.756816241,0.0,0.317048628,4.375037168,0.500412934,2.087540587,0.159968069,14.30326865,1.989817428,12.01288008,0.623082047,1.063050008,1.012547772,2.252253264,0.171528261,11.46941191,0.203173136,0.096033319,0.0,0.132163235,0.266128696,0.644000947,5.061935176,0.289630446,3.955015999,1.167720345,0.45122527,4.386112527,0.214201146,0.198860315,0.366408943,0.0,1.670463124,0.287785566,0.0,0.479904207,1.071173494,0.248984493,0.0,0.506181382,1.451611072,386.9450671,0.810083775,0.740212241,0.597431768,4.835147849,3.741125931,0.392941699,0.0,0.601633694,52.91037108,0.560773843,0.683550401,0.691667159,1.137016271,504.6883549,0.321694029,1.360550249,0.283375948,3.881386677,0.0,0.195431688,2.50976369,0.0,0.129914896,2.389434867,0.0,0.054548118,0.200507922,0.228916075,0.0,14.5466086,0.236019308,0.566091424,0.874613919,0
RNA174_FPKM,1.069910716,0.70796928,0.735229502,1.917086631,6.197554241,1.941386667,1.969765302,2.163882667,0.289806773,0.328165719,0.351980027,9.382739077,0.629917159,0.3400485,0.128299674,1.189409215,0.235341484,3.26360052,2.539602725,0.676150436,0.896664202,0.341495515,102.2941708,0.088538665,0.703960054,0.0,0.213056937,0.823345882,0.222303175,2.641219458,0.544584837,11.88793233,16.18555476,6.28508307,0.382149743,1.077870819,1.393098776,0.364734065,0.993825958,0.570572942,0.241357733,14.05733996,6.829195682,0.133641043,6.3717306,6.01006429,0.246927526,0.315123479,0.745487559,0.259433554,0.278973741,1.298053442,0.237079604,3.000634657,0.0,0.460519996,7.549816975,0.0,0.040902878,52.6603466,0.652450781,6.182521907,2.598362351,0.176635611,0.869149236,4.304332104,0.685909796,3.960895635,0.292354995,8.070494008,3.116271155,9.300826524,0.379439462,0.72831938,0.770821225,0.0,0.0,8.382154926,0.247464149,0.394846063,0.439733951,0.301924176,0.2431862,0.941234608,3.80823959,0.176376805,2.100635623,1.00752217,0.27483372,5.377747025,0.195735234,0.136250333,0.334729702,0.0,3.687975918,0.32863,0.067071831,0.0,0.699054409,1.000766826,0.0,1.618647137,0.0,513.8226529,0.317140389,0.901575846,0.545928205,2.944801769,5.767293851,0.718133746,0.0,0.458056199,41.62713533,0.341495515,0.847469896,0.0,1.558135578,556.9841715,0.146980671,0.621415298,0.323594541,3.218482317,0.0,0.178534919,2.750966345,0.0,0.356145471,2.083614995,0.0,0.0,0.549667439,0.313628085,0.0,20.69980946,0.646819031,0.17239838,0.228311369,1
RNA179_FPKM,1.526482377,0.362387061,0.430009382,1.037149652,10.01599679,1.159099333,2.546722234,0.922766595,0.037084003,0.167977643,0.360267839,10.89350627,0.902532605,0.522083055,0.0,0.811597303,0.48176579,1.768410057,4.678451922,0.346100002,0.458888644,0.349536456,78.93765887,0.072482363,0.432321407,0.159342516,0.508772805,0.907518973,0.0,1.588571911,0.19671545,12.70446179,14.46634249,4.35700776,0.782295879,0.735480898,2.709256727,0.165904074,0.508613419,0.79635915,0.247040804,7.69357684,12.23239456,0.0,8.933241453,3.027673273,0.063185436,0.215028972,1.403955364,0.353976366,0.666179918,0.603869316,0.424603596,2.080506402,0.0,0.330776448,7.506719033,0.0,0.041865987,65.87625169,0.667813555,5.141461661,2.268375375,0.0,0.296538149,2.202732832,0.935869138,4.80478491,0.299238861,7.001594412,2.126389438,14.13999302,0.0,0.372803633,0.867893889,0.0,0.641582163,7.219192135,0.443263893,0.04491037,0.22504402,0.247170856,0.0,1.324747123,6.40346421,0.180529818,1.80601027,0.909872678,0.351567752,3.885292264,0.200344066,0.232388871,0.34253396,0.0,3.254047665,0.336307236,0.0,0.224429145,0.715385252,0.884655258,0.0,1.420092801,0.678851795,502.5432752,0.919795613,0.922829124,1.95548731,7.723423737,6.485949039,0.55128233,0.0,0.84383037,33.1870809,0.0,0.410892387,0.129356011,1.063194719,838.9831698,0.150441515,1.351645441,0.0,2.680031284,0.086101748,0.137054061,1.408132581,0.0,0.0,0.787040581,0.0,0.306069691,0.0,0.107024192,0.0,13.0781336,0.294247352,0.882208884,0.233687247,0
RNA18_FPKM,0.0,0.483757849,0.645922955,1.712326375,11.70181271,0.0,0.956433901,1.108955366,0.148512567,0.0,0.360810967,10.19119852,0.258288541,0.0,0.0,1.300321752,3.618079112,0.0,0.0,0.0,0.459580449,0.816666721,53.57033134,0.0,1.010087787,0.0,0.0,0.064928887,0.455761221,2.00944067,0.03284028,1.791809313,9.813624901,0.991089845,0.391737621,0.859328415,0.0,0.498469836,0.0,1.701328694,0.0,5.002932973,1.093670844,0.0,11.73508998,1.876948817,0.632646519,0.645922955,0.305626338,0.265942566,1.143650377,0.604735643,0.0,1.488256908,0.092820355,0.513429438,3.758576648,0.462162362,0.167663271,3.426618094,0.0,2.442356122,2.114985955,0.0,0.0,4.411877688,0.0,20.29884412,0.0,4.726869137,6.388157125,9.054449371,0.0,2.364175967,0.395024243,1.855805898,0.642490893,8.329559418,0.158527462,0.224833372,0.676149867,0.1237997,0.0,0.241246042,2.787933813,0.180801979,0.172282514,1.761566314,0.845008798,3.566649659,0.0,0.0,0.0,0.0,4.171086355,0.0,0.103131927,1.123552561,0.716411563,0.652777821,0.0,0.0,0.0,77.9935405,0.0,0.808637694,3.636854341,1.886331364,13.57412535,0.0,0.0,0.0,13.39941934,0.525095109,0.091456254,0.906692974,0.665404915,306.1092243,0.301336632,1.194351381,0.199027985,2.068780236,0.775974674,0.0,0.0,0.0,0.0,1.779688363,3.247298702,0.0,0.0,0.0,0.0,27.24132849,0.552514544,0.618421094,0.351059319,1
RNA185_FPKM,1.423715349,0.575809842,0.614944207,1.068991398,2.227983963,2.52595827,0.910470713,1.231649562,0.176772322,0.373608763,0.0,9.839258989,1.106286236,0.663645242,0.125196065,0.696348154,0.2296485,4.870549695,4.460154,0.10998615,0.0,0.222156421,95.45644163,0.086396887,1.373709598,0.0,0.138602015,0.556199157,0.650776774,2.76333868,0.406365224,13.3064691,9.676790574,10.97747263,0.372905422,1.168678314,1.223445021,0.316360704,0.727338748,0.404908981,0.117759607,13.14590021,8.330172333,0.260816448,3.335504115,5.040035062,0.120477136,0.307500544,1.862286991,0.084385925,0.544450558,1.727301711,0.404788815,2.361374709,0.04419308,0.819931443,4.20998886,0.0,0.039913424,57.91234648,1.273335586,6.410063252,1.193214573,0.0,0.0,4.200210823,0.669317423,3.149267309,0.0,18.30087101,1.267154345,4.139238498,1.480837337,0.71083333,0.827401162,4.015547967,0.152949489,13.01738521,0.21128915,0.042815822,0.429096649,0.353544643,0.9492138,0.11482425,2.388828244,0.258165292,2.131821751,1.44577521,0.60334275,1.543449623,0.191000338,0.443132128,0.0,0.164690092,2.730030457,0.769561628,0.196348028,0.0,0.272857626,0.577066262,0.370698881,1.579492954,0.647191228,452.0463994,0.412644396,0.659916898,0.799083046,1.43668393,5.627861342,0.0,0.483395917,0.446975677,84.43040479,0.166617316,0.565839292,0.369969158,2.534168052,290.0035729,0.286850324,0.909617374,0.063153338,3.672987753,0.0,0.130662078,1.342459518,0.0,0.463373601,2.638364693,1.03039656,0.243199188,0.357580541,0.306098261,0.0,20.44875755,0.596142159,0.16822801,0.111394223,1
RNA2_FPKM,1.09827531,1.293249825,0.732487582,0.982303017,2.27505707,0.644824385,0.61971872,2.155981194,0.216551823,0.163484079,0.701387927,7.952819986,2.008096504,0.508116832,0.191711546,1.422009803,0.468963189,2.295243137,3.542177464,0.336841495,0.446450822,0.11335418,94.97312533,0.211697183,0.0,0.0,0.424479902,0.694088304,0.664352201,3.906487022,0.382998655,9.928030179,10.78839508,5.862411874,0.0,1.670508993,1.388012472,0.201892723,1.237608644,0.72349129,0.0,10.69852295,5.740870622,0.0,10.77866491,4.771566487,0.123012652,0.313915111,1.426039546,0.344647516,0.463206943,0.705385719,0.295234558,1.639411544,0.045123151,0.44272417,6.232483336,0.448958973,0.20374495,54.96402436,0.649712985,7.057934079,2.208079811,0.058631473,1.443132101,3.675906633,0.683279614,5.407792573,0.291286789,7.734379721,2.84598667,15.89642677,0.945029768,0.241931085,0.768006901,0.0,0.624673623,7.689223754,3.02037829,0.0,0.657071629,0.360919706,0.726761044,0.586140164,3.523140096,0.0,2.929995906,1.417087304,0.547584535,1.785902983,0.194913896,0.0,0.08333128,0.0,2.914138688,0.0,0.100221958,0.0,0.835648587,0.72514596,0.0,2.534322423,0.660452043,449.0531369,0.0,0.67368299,0.815752192,2.200485393,6.739157178,0.357754916,0.0,1.003892558,38.13138059,0.34024776,0.888821772,0.0,0.646840764,494.97905,0.292887266,0.851316438,0.515789304,1.413088142,0.0,0.044446439,0.913808271,0.045927987,0.236562792,2.05119583,1.051509173,0.099326986,0.0,0.0,0.615063259,15.7857116,0.358036356,1.030517327,0.113676667,0
RNA201_FPKM,0.841135483,0.191292387,0.170305164,1.154564208,0.793303076,1.442752292,0.336209677,0.438545071,0.029378661,0.177386701,0.570521156,6.01735927,0.306361942,0.413458807,0.572026488,0.835723917,0.572294888,2.334524945,6.999866416,0.27409067,0.726697338,0.645927442,103.8024549,0.129198216,3.652298809,0.0,0.0,0.462136001,0.180259649,4.547499943,0.519413753,8.929146548,4.158372559,5.171953328,0.0,0.776794896,0.112975231,0.065696375,0.402720816,0.294362538,0.097855238,12.90032467,5.536729577,0.054182959,2.771191549,4.567964551,0.050056718,0.085175044,0.821958062,0.140171146,0.0,0.861068108,0.384381522,0.627807696,0.0,0.445406594,6.995145855,0.0,0.0,56.92378593,0.0,6.735295129,1.177197826,0.0,0.0,0.0,0.0,3.686904182,0.0,19.87811772,2.947435902,2.776386877,2.306930088,1.08260989,0.062510791,2.53550301,0.635351608,13.50836545,0.175550828,0.0,0.0,0.391612175,1.182742768,1.335421838,1.543657108,0.0,1.839277798,0.624632647,0.055713813,5.471159,0.0,0.073615633,0.27135171,0.205207736,2.577437133,0.0,0.054358054,0.711000793,0.339987033,0.553192419,0.0,0.749931672,1.612831048,602.8869887,0.0,0.365486363,0.885123436,1.93979955,9.17820815,0.0,0.0,0.519838866,108.7747913,0.138454752,1.157204181,0.717132042,1.789609861,428.1276493,0.0,0.314908058,0.209859911,3.272707033,0.136350968,0.108538686,3.345864649,0.0,0.0,1.528355756,0.0,0.121212768,0.0,0.211921839,0.500303167,24.24044223,0.699219767,0.628921926,0.185033888,1
RNA205_FPKM,0.434891891,0.121768413,0.216760526,0.226056254,1.682978069,0.333881133,0.320940004,0.558219243,0.074765256,0.169330309,0.0,7.513707461,0.649941295,0.0,0.264756262,0.163641346,0.0,1.584556997,2.096266355,0.465182702,0.925167833,0.822045821,99.42912047,0.036541271,3.921828135,0.0,0.146553135,0.130706426,0.229369864,2.050918435,0.495793402,3.427227042,4.821877823,4.939722232,0.394297719,0.0,0.287508754,0.209097275,0.512709108,0.642246224,0.0,12.38905835,5.505086006,0.0,6.334619604,4.79619435,0.254776988,0.0,1.015331536,0.0,0.575596504,0.487073653,0.061154004,0.099882414,0.0,0.258422485,12.01870811,0.930365405,0.08440624,80.20787877,0.0,9.635080849,1.182821402,0.0,0.0,2.854970673,0.0,5.146361396,0.150824264,13.64056779,5.358898813,13.7724069,0.587251922,0.751497402,0.397706633,1.35865605,0.161723674,8.648667484,0.223416462,0.090544036,0.0,0.12460876,0.0,0.971180095,2.525923205,0.090991781,2.427481212,0.733792399,0.141785139,4.569519722,0.0,0.0,0.0,0.0,1.049674841,0.135630665,0.034601973,0.0,0.144255263,0.469359335,0.0,0.954495919,0.684318355,429.6775607,0.327233058,0.813963909,0.281641228,1.898967584,6.244553272,0.0,0.511126673,0.094523426,63.627072,0.352351153,0.506254801,0.0,1.473709365,626.4455677,0.0,0.400786646,0.267104906,0.450268406,0.0,0.04605257,1.892629052,0.0,0.0,0.742209298,0.0,0.205720549,0.189046852,0.107886021,0.0,22.1490733,0.222454,0.978251759,0.0,0
RNA209_FPKM,1.435357914,0.127459523,0.79387163,0.650576235,4.931040041,0.0,0.447821888,0.194769609,0.391195247,0.236274125,0.380142438,6.502233903,0.54413523,0.183628127,0.138504548,0.513718706,0.50812079,2.694830471,3.8389608,0.365086608,0.484203776,0.2457719,54.07685851,0.0,0.303981034,0.084066417,0.613409309,0.205163114,0.0,3.175372985,0.380476721,3.964251975,14.15394885,4.634726072,0.825091377,0.517334539,2.707725679,0.83143773,0.268335839,0.61609191,0.0,9.276040152,7.143652568,0.0,6.736797631,4.512333225,0.066671135,0.0,1.77092036,0.280109553,0.903621084,0.509726678,0.127968382,1.46325193,0.024456116,0.558333838,5.357152812,0.0,0.044175574,66.7903037,0.704654276,7.093050446,2.888216673,0.127123396,0.0,3.98378031,0.0,3.009591782,0.0,12.53218794,1.962963775,10.84133447,0.614519303,0.262131905,0.499407618,1.155322192,0.338416385,8.278348725,0.334039118,0.047387904,0.0,0.521559458,0.525058149,0.762292273,3.818437752,0.0,2.177521803,0.83193437,0.074205887,1.480209115,0.211396283,0.147109035,0.0,0.0,3.432852671,0.212892437,0.108625853,0.236810044,0.301862699,0.343852498,0.0,0.249776588,0.0,257.6158098,0.39957563,0.608442211,0.589350984,2.980982399,2.460235884,0.775423135,0.0,0.197795878,57.39284937,0.36865785,0.866953858,0.409356953,1.682470325,838.3524156,0.0,0.251637624,0.349363592,1.708187747,0.0,0.096367736,3.46603318,0.049811768,0.640844459,1.687387699,0.0,0.16145445,0.395591756,0.112878951,0.0,13.52122088,0.388041859,0.651509996,0.0,0
RNA213_FPKM,0.570586977,0.692218445,0.0,0.321329087,4.146120523,0.632672772,0.608150572,0.705181337,0.0708365,0.320864719,0.0,7.119904807,0.738945906,0.332421287,0.313554851,0.465127018,0.690188479,1.501462655,2.482639992,0.771292087,0.0,0.667671691,114.3524397,0.103863315,0.41290223,0.152185109,0.208278116,0.24767616,0.0,3.141408497,0.532435666,4.956793961,7.132276334,5.845231496,1.120734625,0.585458386,0.408601165,0.158487725,0.242883665,0.304271844,0.117972066,15.36654056,4.799095441,0.130643503,10.25305382,5.462950418,0.060347249,0.308055329,0.728860176,0.253614516,0.454527368,0.461478963,0.0,0.851704238,0.044272812,0.813620856,8.85783354,0.0,0.119956305,72.73422159,0.0,7.618848404,1.04609245,0.0,0.0,1.803481005,0.447016659,5.020025797,0.0,12.39952302,2.284992924,18.71966626,0.0,0.593429832,0.226084795,2.253043082,0.306450874,7.595641011,0.544411244,0.0,0.0,0.118060833,0.0,1.150314131,5.319002084,0.258631067,2.546752268,0.695342854,0.268669259,2.783529016,0.191344936,0.0,0.163610894,0.0,2.611025417,0.06425178,0.065567425,0.0,0.273349908,0.35578877,0.0,0.452169589,0.648358874,315.2486718,0.155042339,0.330553752,0.0,1.439475665,8.562544773,0.351013082,0.484268048,0.08955642,60.71243835,0.333835846,1.046643307,0.0,1.142496462,915.787346,0.287367853,0.075945231,0.253069109,0.586704827,0.0,0.130897815,0.8965877,0.225435126,0.464209608,1.164087363,0.0,0.243637962,0.537338519,0.613351287,0.0,16.74037201,0.175663734,0.67412609,0.223190395,0
