,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1204,hsa-miR-1224-3p,hsa-miR-1237-5p,hsa-miR-125a-3p,hsa-miR-1271-5p,hsa-miR-1273h-5p,hsa-miR-1279,hsa-miR-1285-3p,hsa-miR-1288-5p,hsa-miR-1294,hsa-miR-1296-3p,hsa-miR-1298-5p,hsa-miR-147b,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-186-5p,hsa-miR-18b-3p,hsa-miR-18b-5p,hsa-miR-1911-3p,hsa-miR-192-5p,hsa-miR-193b-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-19b-2-5p,hsa-miR-2114-3p,hsa-miR-2115-3p,hsa-miR-2116-5p,hsa-miR-212-3p,hsa-miR-217,hsa-miR-218-1-3p,hsa-miR-224-5p,hsa-miR-26a-5p,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3127-3p,hsa-miR-3129-5p,hsa-miR-3136-3p,hsa-miR-3146,hsa-miR-3164,hsa-miR-3168,hsa-miR-3184-5p,hsa-miR-3186-3p,hsa-miR-3188,hsa-miR-3614-3p,hsa-miR-3620-5p,hsa-miR-3656,hsa-miR-3657,hsa-miR-3663-5p,hsa-miR-3665,hsa-miR-3680-5p,hsa-miR-3681-5p,hsa-miR-3684,hsa-miR-369-3p,hsa-miR-3713,hsa-miR-378e,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3914,hsa-miR-3927-5p,hsa-miR-3938,hsa-miR-3945,hsa-miR-411-3p,hsa-miR-423-3p,hsa-miR-4254,hsa-miR-4273,hsa-miR-4279,hsa-miR-4306,hsa-miR-4420,hsa-miR-4441,hsa-miR-4446-3p,hsa-miR-4453,hsa-miR-4469,hsa-miR-4470,hsa-miR-4474-5p,hsa-miR-4496,hsa-miR-4515,hsa-miR-4526,hsa-miR-4640-5p,hsa-miR-4641,hsa-miR-4646-3p,hsa-miR-4662a-3p,hsa-miR-4676-3p,hsa-miR-4678,hsa-miR-4680-3p,hsa-miR-4692,hsa-miR-4699-5p,hsa-miR-4704-5p,hsa-miR-4720-3p,hsa-miR-4740-3p,hsa-miR-4750-3p,hsa-miR-4773,hsa-miR-4776-5p,hsa-miR-4798-3p,hsa-miR-4798-5p,hsa-miR-4800-3p,hsa-miR-484,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-5011-5p,hsa-miR-502-5p,hsa-miR-5092,hsa-miR-5100,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-520c-3p,hsa-miR-541-5p,hsa-miR-545-3p,hsa-miR-548aq-3p,hsa-miR-548m,hsa-miR-548z,hsa-miR-5579-3p,hsa-miR-5582-3p,hsa-miR-5584-5p,hsa-miR-5586-3p,hsa-miR-567,hsa-miR-5680,hsa-miR-5681a,hsa-miR-5690,hsa-miR-579-5p,hsa-miR-6072,hsa-miR-6084,hsa-miR-624-3p,hsa-miR-634,hsa-miR-6499-5p,hsa-miR-657,hsa-miR-658,hsa-miR-665,hsa-miR-6737-5p,hsa-miR-6743-3p,hsa-miR-6754-5p,hsa-miR-6757-3p,hsa-miR-6764-5p,hsa-miR-6777-3p,hsa-miR-6781-5p,hsa-miR-6789-3p,hsa-miR-6791-3p,hsa-miR-6801-5p,hsa-miR-6804-5p,hsa-miR-6832-5p,hsa-miR-6834-3p,hsa-miR-6850-3p,hsa-miR-6861-3p,hsa-miR-6862-3p,hsa-miR-6868-3p,hsa-miR-6874-3p,hsa-miR-6876-3p,hsa-miR-6883-3p,hsa-miR-6891-3p,hsa-miR-7151-5p,hsa-miR-7161-3p,hsa-miR-762,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8084,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-922,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-934,hsa-miR-938,hsa-miR-939-5p,hsa-miR-942-3p,hsa-miR-95-3p,Disese Group
sample_43,1288680.22,832.75,92052.42,232.33,12.0,0.0,139.5,0.0,385.0,264.0,0.0,0.0,0.0,0.0,19.0,2.0,6.0,14.0,8.0,2307.84,9898.83,0.0,2.0,0.0,66674.75,296.0,271.0,1009.67,0.0,4.0,20.0,11.0,73.5,1589.0,3.0,101.0,474958.48,386260.67,9.5,108196.0,13580.0,12.0,0.0,0.0,5.0,4.0,0.83,1218.67,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,3.0,1.0,1175.0,0.0,0.0,1.0,4.5,17.0,0.0,0.0,2.0,0.0,31.0,1218.67,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,11.0,0.0,0.0,1.0,5.0,0.0,2.0,6.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,328.17,289.0,36.5,14.5,0.0,15.0,0.0,0.0,13.5,11.5,0.67,9.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,8.0,0.0,10.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,22.0,2.5,0.0,0.0,14.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,153.33,60.0,1.0,28.0,0.0,0.0,0.0,0.0,5549.25,5.67,0.0,0.0,1175.17,19.5,319.0,0.0,16219.66,122.0,0.0,0.0,2.67,0.0,19936.08,1
sample_44,1134429.83,406.0,113001.58,378.0,26.0,0.0,57.0,0.0,215.42,488.33,0.0,0.0,0.0,0.0,12.0,3.0,25.0,9.0,14.5,839.84,6210.17,0.0,2.0,0.0,43090.58,213.0,7.0,1633.83,0.0,0.0,14.5,11.0,138.0,4906.08,2.0,58.0,837761.98,410805.42,11.75,53443.84,16493.33,12.0,1.0,1.0,3.0,1.0,0.0,2381.21,0.0,9.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,9.0,1754.5,0.0,0.0,0.33,21.67,13.0,0.0,0.0,2.0,0.0,66.0,2380.21,3.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,1.0,7.25,0.0,0.0,1.0,3.0,1.0,3.0,10.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,37.0,0.0,2470.83,469.5,74.08,11.0,0.0,36.0,0.0,0.0,2.0,0.0,0.33,32.0,1.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,10.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,9.67,0.0,0.0,2.0,0.0,19.0,7.0,1.0,1.0,5.0,0.0,0.0,1.0,2.5,0.0,5.0,0.0,58.83,24.0,0.0,56.0,0.0,0.0,0.0,0.0,9020.17,6.67,0.0,0.0,651.17,34.58,272.0,0.0,52934.66,398.0,0.0,0.0,0.5,0.0,10093.33,1
sample_46,1104152.52,1471.75,84586.67,216.5,162.0,0.0,152.25,0.0,390.08,243.83,0.0,0.0,0.0,0.0,32.0,1.0,5.0,18.5,5.0,2722.0,10929.0,2.0,0.5,0.0,62306.58,405.5,18.0,1436.0,0.0,2.0,4.0,24.0,146.0,1836.0,7.0,113.0,482796.98,396716.42,7.0,131275.0,16218.33,9.0,2.0,0.0,0.0,3.0,1.0,1260.5,0.0,10.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,3.0,2.0,1707.5,0.0,0.0,0.0,3.5,44.0,0.0,0.0,2.0,0.0,85.5,1260.5,1.0,0.0,0.0,0.25,0.0,0.0,3.0,0.0,2.0,12.0,0.0,0.0,0.0,3.5,3.0,1.0,13.17,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,35.0,0.0,382.67,232.0,42.83,16.0,0.0,12.33,0.0,0.25,11.0,8.0,1.33,5.0,4.0,0.0,7.0,0.0,0.0,0.0,5.0,12.0,0.0,13.0,0.5,3.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.33,1.0,4.0,0.0,0.0,30.0,4.5,0.0,2.0,5.0,0.0,0.0,7.0,1.0,0.0,2.25,0.0,1.0,52.0,0.0,33.0,0.0,2.0,0.0,0.0,5964.0,5.0,0.0,0.0,1413.67,27.0,445.0,0.0,17707.16,175.0,0.0,0.0,1.0,2.0,17242.25,1
sample_47,1268156.49,801.0,103398.58,377.0,6.0,0.0,50.75,0.0,382.5,362.83,0.0,0.0,0.0,0.0,30.0,3.0,12.0,23.0,2.0,2235.5,12841.75,1.0,2.5,0.0,62941.58,201.0,13.5,1008.08,0.0,3.0,10.0,11.0,118.5,2199.0,6.0,105.0,589243.32,395553.17,8.5,110661.5,16682.33,11.5,1.0,0.0,0.0,0.0,0.67,1012.67,0.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,1681.0,0.0,0.25,0.0,4.5,14.0,0.0,0.0,3.0,0.0,55.5,1012.67,2.0,0.0,0.0,0.25,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,31.0,0.0,518.25,235.0,58.0,9.5,0.0,17.0,0.0,0.25,9.0,2.0,1.0,8.0,1.5,0.0,10.5,0.0,3.0,0.0,0.0,9.0,0.0,11.0,0.0,3.0,12.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,18.0,3.0,0.0,0.0,4.0,0.0,0.0,4.5,0.0,0.0,0.5,0.0,0.0,44.0,0.0,20.0,0.0,0.0,0.0,0.0,6124.67,3.67,0.0,0.0,1127.08,14.0,404.5,0.0,16788.0,212.0,1.0,0.0,1.17,0.0,15612.33,1
sample_48,1476603.36,930.0,97773.33,357.0,37.0,0.0,51.5,0.0,369.17,487.17,0.0,0.0,1.0,0.0,24.0,1.0,13.0,14.0,4.0,2228.5,13941.17,0.0,1.5,0.0,75057.92,201.5,46.5,1389.83,0.67,2.0,13.33,13.0,87.0,2204.0,5.0,64.0,739304.32,404798.5,4.5,115364.84,16835.25,10.0,1.0,1.0,2.0,5.0,0.33,1423.83,0.0,12.0,2.0,0.0,0.0,5.5,9.0,0.0,1.0,5.0,3.0,1241.75,0.0,0.33,0.33,5.33,15.0,0.0,0.0,2.0,0.0,35.5,1423.83,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,8.17,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,2.0,18.0,0.0,584.17,215.0,77.5,11.0,0.0,21.0,0.0,0.0,9.0,8.0,0.58,8.0,5.5,0.0,7.83,0.0,1.0,2.0,0.0,10.0,0.0,11.0,1.0,5.0,7.0,0.0,0.0,11.5,0.0,0.0,0.0,1.0,11.67,0.0,3.0,0.0,0.0,22.0,1.0,0.0,1.0,8.0,0.0,1.0,3.0,2.0,0.0,2.33,1.0,76.0,32.0,0.0,38.0,0.0,0.0,0.0,0.0,5306.33,5.67,0.0,0.0,1164.42,27.25,447.0,0.0,23338.0,229.0,1.0,0.0,1.5,1.0,17069.25,1
sample_49,1496229.11,1996.75,133960.42,480.0,8.0,0.0,72.75,0.0,515.33,352.0,0.0,0.0,0.0,1.0,72.75,0.0,11.0,19.0,8.0,4715.84,23031.92,0.0,2.75,0.0,98125.08,238.0,50.0,1126.0,0.0,8.0,13.5,19.0,89.0,4428.25,5.0,182.0,784251.64,593074.83,16.0,243959.0,21966.75,10.0,0.0,4.0,4.0,2.0,0.0,881.75,0.0,1.0,0.0,0.0,0.0,4.5,8.0,0.0,3.0,16.0,0.0,2368.5,0.0,0.0,0.0,1.75,39.0,0.0,0.0,4.0,0.0,61.0,881.75,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,5.0,9.67,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,47.0,1.0,398.25,386.0,81.67,12.5,0.0,27.67,0.0,0.0,21.33,12.0,2.17,6.0,3.83,0.0,9.0,0.0,4.0,0.0,1.0,18.0,0.0,20.0,0.0,1.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,12.58,0.0,2.0,1.0,0.0,18.0,4.0,0.0,0.0,7.0,0.0,1.0,5.0,0.33,0.0,1.5,1.0,90.83,58.0,0.0,41.0,1.0,0.0,0.0,0.0,6590.67,5.67,0.0,0.0,1542.67,22.83,540.0,0.0,16050.0,210.5,1.0,1.0,0.67,0.0,23485.33,1
sample_50,1028619.51,1840.25,89313.92,454.0,12.0,0.0,84.0,0.0,369.08,293.0,0.0,0.67,0.0,0.0,30.5,4.0,6.0,28.0,7.5,5133.16,21848.42,0.0,1.5,0.0,91983.42,317.0,15.0,993.67,0.0,8.0,15.0,17.0,139.0,1934.5,3.0,78.0,569870.48,607294.0,7.08,250847.16,15864.0,7.5,4.0,0.0,1.0,3.0,0.5,779.25,2.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,4.0,0.0,2413.75,0.0,0.0,0.0,2.25,35.0,1.0,0.0,2.0,0.0,92.0,779.25,3.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,3.0,13.0,2.0,0.0,0.0,9.0,0.0,5.0,5.83,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,18.0,1.0,241.33,428.0,54.25,4.0,0.0,21.0,0.0,0.0,58.5,22.0,1.92,5.0,20.58,0.0,12.5,0.0,0.0,2.0,0.0,13.0,0.0,9.0,1.0,5.0,9.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,13.0,0.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,5.0,1.0,2.0,10.0,0.0,0.0,1.33,2.0,71.67,57.0,0.0,57.0,0.0,2.0,0.0,0.0,8879.33,5.0,0.0,0.0,2038.42,24.33,394.0,0.0,16872.34,193.5,0.0,0.0,0.83,0.0,21787.5,1
sample_51,1344007.7,2147.25,110700.83,450.33,19.0,0.0,75.0,0.0,321.0,281.5,0.0,0.0,0.0,0.0,28.25,3.0,6.0,39.0,5.0,3367.5,22149.08,0.0,3.5,0.0,91532.0,225.5,60.5,1288.0,3.0,5.0,16.5,54.0,182.5,2814.33,14.0,268.0,614604.82,579259.42,9.0,227498.5,18127.0,4.0,1.0,5.0,2.0,4.0,0.33,1317.79,3.0,0.0,0.0,0.0,0.0,12.5,24.0,0.0,2.0,7.0,5.0,2734.0,0.0,0.0,0.0,4.25,14.0,3.0,0.0,0.0,0.0,32.5,1317.79,9.0,0.0,0.0,0.33,0.0,0.0,2.0,1.33,0.0,11.0,0.0,0.0,0.0,10.0,2.0,0.0,12.33,3.0,2.0,0.0,1.0,0.0,0.5,0.0,0.0,6.0,1.0,0.0,0.0,2.0,39.0,0.0,379.92,293.0,70.0,15.0,0.0,15.0,0.0,0.0,7.0,2.0,1.33,10.0,19.83,0.0,15.5,0.0,0.0,2.0,2.0,13.5,0.0,23.0,0.0,11.0,8.0,0.0,0.0,11.5,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,3.0,6.0,0.0,0.5,8.0,1.0,0.0,2.5,2.0,167.33,54.0,0.0,55.0,1.0,0.0,0.0,0.0,5568.17,7.33,0.0,0.0,1729.0,36.25,468.0,0.0,27620.66,209.5,0.0,0.0,1.25,0.0,22545.83,1
sample_52,1121914.44,1744.75,102896.92,304.0,6.0,0.0,65.5,0.0,334.67,311.67,0.0,0.0,0.0,0.0,38.0,3.0,6.0,30.0,3.0,2728.0,20510.25,0.5,0.0,0.0,87707.5,183.0,10.0,1322.5,0.0,6.0,9.0,23.0,144.5,2301.0,4.0,210.0,556982.32,537120.25,7.5,210166.16,15225.08,6.5,7.0,4.0,4.0,3.0,1.5,1092.58,1.0,5.0,0.0,0.0,0.0,11.5,11.0,0.0,2.0,4.0,5.0,2546.5,0.0,0.25,0.0,4.83,20.0,0.0,0.0,0.0,0.0,43.0,1092.58,9.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,0.0,5.0,0.0,3.0,13.5,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,1.0,3.0,27.0,0.0,340.42,295.0,55.75,12.0,0.0,13.25,0.0,0.0,4.5,5.0,1.0,6.0,14.25,0.0,18.0,0.0,2.0,3.0,1.0,10.0,0.0,6.0,0.75,8.0,8.0,0.0,0.0,10.33,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,5.0,0.0,0.0,8.0,1.0,1.0,0.83,0.0,166.0,65.0,0.0,45.5,0.0,0.0,0.0,0.0,5352.83,6.67,0.0,0.0,1771.42,32.83,365.0,0.0,24152.16,182.0,0.0,0.0,0.83,0.0,22286.58,1
sample_53,1079424.0,1153.0,89192.83,272.0,6.0,0.0,59.83,0.0,247.42,237.83,0.0,0.0,0.0,0.0,27.5,0.0,5.0,25.0,1.0,2308.84,14456.75,0.0,2.0,0.0,68632.92,131.0,32.0,851.5,0.0,6.0,13.0,17.0,63.0,1427.5,2.0,119.0,430519.98,429493.0,5.5,153877.34,15500.5,1.33,2.0,1.0,2.0,1.0,2.0,772.17,1.0,2.0,0.0,0.0,0.0,10.33,15.0,0.0,2.0,7.0,5.0,1518.0,0.0,0.0,0.33,2.25,16.0,1.0,0.0,2.0,0.0,22.5,772.17,4.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,34.0,0.0,238.0,210.0,42.25,8.0,0.0,14.25,0.0,0.0,19.0,7.0,1.25,2.0,6.83,0.0,3.83,0.0,2.0,1.0,0.0,12.5,0.0,11.0,0.0,1.0,10.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,14.5,2.5,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,2.5,0.0,134.17,48.0,0.0,33.0,0.0,0.0,0.0,0.0,4783.08,4.67,0.0,0.0,1146.83,11.75,265.0,0.0,18400.5,129.0,0.0,0.0,0.0,0.0,18084.0,1
sample_54,1176624.79,1043.25,100762.75,364.0,10.0,0.0,47.5,0.0,273.33,316.5,0.0,0.0,0.0,0.0,21.0,1.0,6.0,13.0,5.0,1617.0,13652.58,0.0,0.5,0.0,69539.92,133.0,6.0,1023.5,0.0,3.0,10.0,16.0,118.5,2444.0,6.0,172.0,441853.16,372094.42,7.5,132932.0,14879.33,8.5,3.0,1.0,3.0,2.0,0.0,1180.75,2.0,2.0,0.0,0.0,0.0,9.5,1.0,0.0,4.0,0.0,5.0,1612.0,0.0,0.0,0.0,4.75,21.0,0.0,0.0,0.0,0.0,36.5,1180.75,8.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,3.0,1.0,3.0,12.33,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.5,5.0,17.0,0.0,547.42,210.0,39.0,11.0,0.0,13.0,0.0,0.0,2.0,3.0,0.58,1.0,6.75,0.0,15.0,0.0,1.0,0.0,0.0,6.0,0.0,10.0,0.0,6.0,6.0,0.0,0.0,10.5,0.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.25,1.66,61.17,24.0,0.0,32.0,1.0,0.0,0.0,0.0,4673.67,5.0,0.0,0.0,873.67,24.25,312.0,0.0,23417.34,169.5,1.0,0.0,0.5,0.0,13165.58,1
sample_55,1522291.84,907.0,128788.17,320.33,17.0,0.0,72.25,0.0,293.92,322.5,0.0,0.0,0.0,0.0,17.5,2.25,11.0,27.0,8.0,2305.34,14528.92,0.0,1.5,0.0,63774.58,128.0,12.0,1044.0,0.0,3.0,21.0,25.0,142.0,2243.0,4.0,102.0,612820.66,484254.5,6.5,134380.5,19502.33,10.0,5.0,4.0,2.0,3.0,0.33,1252.25,0.0,3.0,1.0,0.0,0.0,8.0,7.0,0.0,2.0,5.0,4.0,2350.5,0.0,0.0,0.33,3.5,12.0,0.0,0.0,3.0,0.0,29.0,1252.25,5.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,3.0,16.0,0.0,0.0,0.0,5.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,44.0,0.0,783.75,260.0,50.5,7.0,0.0,21.0,0.0,0.0,13.0,5.0,1.0,5.0,7.83,0.0,11.33,0.0,0.0,1.0,2.0,10.0,0.0,13.0,0.25,4.0,17.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,10.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,86.67,69.0,0.0,64.0,0.0,1.0,0.0,0.0,6535.25,7.33,0.0,0.0,1280.0,24.5,308.0,0.0,25982.16,203.0,1.0,0.0,1.0,0.0,19514.58,1
sample_56,1310055.5,448.0,103765.5,144.0,140.0,0.0,32.0,0.0,230.0,214.33,0.0,0.0,0.0,0.0,17.0,0.0,4.0,1.0,5.0,771.0,5185.25,1.0,1.0,0.0,34590.5,146.0,14.0,916.0,0.0,0.0,6.5,4.0,87.5,1759.0,3.0,84.0,369774.32,217018.75,5.75,56956.0,11305.5,9.0,4.0,0.0,0.0,1.0,0.0,1183.0,0.0,3.0,0.0,0.0,0.25,2.0,4.0,0.0,2.0,3.0,1.0,755.5,0.0,0.25,0.0,3.33,18.0,0.0,0.0,2.0,0.0,28.0,1183.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,7.0,1.25,0.0,8.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5,0.0,0.0,2.0,21.0,0.0,903.67,182.0,27.58,10.0,0.0,5.33,0.0,0.0,3.0,0.0,1.67,1.0,2.0,0.0,4.5,0.0,0.0,1.0,0.33,3.0,0.0,8.0,0.0,1.0,6.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,14.0,1.0,0.0,1.0,6.0,0.0,0.0,5.0,4.0,1.0,1.5,0.0,1.0,32.0,0.0,25.0,0.0,1.0,0.0,0.0,3160.67,5.0,0.0,0.0,459.67,10.5,211.0,0.0,17262.66,130.0,0.0,0.0,0.83,0.0,9570.67,1
sample_57,1104968.79,1227.25,92659.0,340.5,6.0,0.0,72.5,0.0,307.25,273.0,0.0,0.0,0.0,0.0,33.0,2.0,6.0,20.0,2.5,2293.0,16353.83,1.0,1.0,0.0,84059.42,160.0,8.0,1116.83,0.0,2.0,8.5,24.0,103.0,2364.5,7.0,226.0,490719.82,452959.25,6.92,159639.91,14628.58,4.5,1.0,3.0,3.0,3.0,0.0,1170.62,1.0,2.0,1.5,0.0,0.0,5.0,0.0,0.0,2.0,5.0,2.0,1946.83,0.0,0.0,1.33,4.75,44.0,0.0,0.0,3.0,0.0,28.0,1170.62,9.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,1.0,12.0,0.0,0.0,0.0,10.0,1.0,1.0,2.5,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.5,3.0,35.5,0.0,372.0,228.0,49.33,16.0,0.0,10.0,0.0,0.25,8.5,2.5,0.67,2.0,7.33,0.0,14.08,0.0,1.0,1.0,2.0,11.5,0.0,11.0,1.0,6.0,9.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,17.0,3.0,0.0,2.0,10.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,55.0,0.0,39.0,0.0,2.0,0.0,0.0,5670.0,1.67,0.0,0.0,1266.33,20.33,367.0,0.0,22627.34,211.0,0.0,0.0,1.5,1.0,20119.0,1
sample_58,1474627.31,424.25,144728.08,355.0,23.0,0.0,29.33,0.0,223.0,406.67,0.0,0.0,0.0,0.0,25.0,3.0,17.0,14.5,5.0,915.16,6180.83,0.0,1.5,0.0,40979.83,99.5,35.16,1443.5,0.0,1.0,4.0,20.0,147.5,2864.33,2.0,44.0,740705.16,205150.25,11.5,60244.34,18904.0,19.0,2.0,0.0,2.0,3.0,0.5,3994.37,1.0,24.0,1.0,0.0,0.0,6.83,1.0,0.0,0.0,1.0,2.0,1489.83,0.0,0.0,0.33,15.75,6.0,0.0,0.0,9.0,0.0,81.0,3994.37,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,2.5,3.0,2.0,13.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,37.0,0.0,4515.25,474.0,93.75,13.5,0.0,23.0,0.0,0.0,2.0,3.0,1.0,8.0,1.83,0.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,6.0,7.0,0.0,0.0,16.0,0.0,0.0,2.0,0.5,4.0,0.0,2.0,0.0,0.0,7.0,7.5,0.0,0.0,13.0,0.0,0.0,5.5,1.25,0.0,3.33,0.0,60.33,19.0,0.0,68.5,0.0,0.0,0.0,0.0,3252.5,14.0,0.0,0.0,395.33,33.25,203.0,0.0,63088.34,256.0,0.0,0.0,3.83,1.0,9397.75,1
sample_59,1451569.61,594.5,162802.5,675.5,26.0,0.0,28.5,0.0,303.0,482.17,0.0,0.0,0.0,0.0,45.0,2.0,15.0,16.5,5.5,1219.16,11291.0,1.0,4.0,0.0,49564.58,107.0,22.0,1617.0,0.0,2.0,14.0,13.5,282.5,5952.83,5.0,95.0,984079.48,354448.0,19.17,105114.5,37213.17,17.0,4.0,2.0,3.0,3.0,0.33,2499.08,1.0,17.0,1.0,0.0,0.0,11.5,20.0,0.0,3.0,4.0,4.0,1940.0,0.0,0.5,0.0,10.75,14.0,0.0,0.0,12.0,0.0,109.0,2499.08,6.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,3.0,2.0,17.83,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,24.0,0.0,4133.25,564.0,158.83,9.5,0.0,22.33,0.0,0.0,2.0,1.0,0.33,9.0,5.33,0.0,8.0,0.0,1.0,2.0,0.0,5.0,0.0,3.0,0.0,3.0,18.0,0.0,0.0,28.0,0.0,0.0,1.0,4.0,7.0,0.0,2.0,1.0,0.0,11.0,3.0,0.0,0.0,8.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,66.83,19.0,1.0,44.0,0.0,0.0,0.0,0.0,6852.83,10.33,0.0,0.0,777.17,32.0,397.0,0.0,53882.34,435.0,0.0,0.0,1.5,0.0,11709.0,1
