,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-1,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1180-3p,hsa-miR-1182,hsa-miR-1184,hsa-miR-1204,hsa-miR-1224-3p,hsa-miR-1231,hsa-miR-1252-3p,hsa-miR-125a-3p,hsa-miR-1260b,hsa-miR-1261,hsa-miR-1269b,hsa-miR-1271-5p,hsa-miR-1278,hsa-miR-1292-3p,hsa-miR-1294,hsa-miR-1297,hsa-miR-1298-5p,hsa-miR-140-5p,hsa-miR-1470,hsa-miR-147b,hsa-miR-148a-5p,hsa-miR-148b-3p,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-1537-3p,hsa-miR-183-5p,hsa-miR-186-5p,hsa-miR-18b-5p,hsa-miR-192-5p,hsa-miR-193b-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-1972,hsa-miR-19b-2-5p,hsa-miR-200b-5p,hsa-miR-208a-5p,hsa-miR-2116-5p,hsa-miR-212-3p,hsa-miR-217,hsa-miR-224-5p,hsa-miR-2392,hsa-miR-24-2-5p,hsa-miR-26a-5p,hsa-miR-2861,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3138,hsa-miR-3139,hsa-miR-3150a-5p,hsa-miR-3150b-3p,hsa-miR-3168,hsa-miR-3173-3p,hsa-miR-3184-5p,hsa-miR-3188,hsa-miR-3619-3p,hsa-miR-3659,hsa-miR-3663-5p,hsa-miR-3681-5p,hsa-miR-3689a-5p,hsa-miR-3689f,hsa-miR-369-3p,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3907,hsa-miR-3922-5p,hsa-miR-3938,hsa-miR-423-3p,hsa-miR-4254,hsa-miR-4270,hsa-miR-4271,hsa-miR-4304,hsa-miR-431-5p,hsa-miR-4431,hsa-miR-4445-5p,hsa-miR-4449,hsa-miR-4466,hsa-miR-4470,hsa-miR-4477a,hsa-miR-4479,hsa-miR-4526,hsa-miR-4537,hsa-miR-4538,hsa-miR-4640-5p,hsa-miR-4642,hsa-miR-4646-3p,hsa-miR-4675,hsa-miR-4676-5p,hsa-miR-4680-3p,hsa-miR-4682,hsa-miR-4688,hsa-miR-4699-3p,hsa-miR-4708-5p,hsa-miR-4713-3p,hsa-miR-4714-5p,hsa-miR-4716-3p,hsa-miR-4723-3p,hsa-miR-4724-5p,hsa-miR-4725-3p,hsa-miR-4745-3p,hsa-miR-4746-5p,hsa-miR-4757-3p,hsa-miR-4770,hsa-miR-4772-3p,hsa-miR-4783-5p,hsa-miR-4798-5p,hsa-miR-483-3p,hsa-miR-484,hsa-miR-493-3p,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-500b-5p,hsa-miR-502-5p,hsa-miR-504-3p,hsa-miR-510-3p,hsa-miR-511-5p,hsa-miR-515-3p,hsa-miR-5189-3p,hsa-miR-5189-5p,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-518f-5p,hsa-miR-520b,hsa-miR-520c-3p,hsa-miR-520c-5p,hsa-miR-520h,hsa-miR-527,hsa-miR-545-3p,hsa-miR-548ac,hsa-miR-548ad,hsa-miR-548ah-3p,hsa-miR-548m,hsa-miR-548u,hsa-miR-550a-5p,hsa-miR-5582-5p,hsa-miR-5587-5p,hsa-miR-561-5p,hsa-miR-5680,hsa-miR-5690,hsa-miR-5692c,hsa-miR-5698,hsa-miR-579-5p,hsa-miR-604,hsa-miR-6085,hsa-miR-6124,hsa-miR-6513-3p,hsa-miR-665,hsa-miR-6722-3p,hsa-miR-6735-5p,hsa-miR-6753-5p,hsa-miR-6777-3p,hsa-miR-6781-5p,hsa-miR-6789-3p,hsa-miR-6795-3p,hsa-miR-6804-5p,hsa-miR-6810-3p,hsa-miR-6818-5p,hsa-miR-6824-5p,hsa-miR-6826-5p,hsa-miR-6835-5p,hsa-miR-6836-3p,hsa-miR-6846-3p,hsa-miR-6846-5p,hsa-miR-6847-3p,hsa-miR-6861-3p,hsa-miR-6868-3p,hsa-miR-6874-3p,hsa-miR-6883-3p,hsa-miR-6892-3p,hsa-miR-7150,hsa-miR-7157-5p,hsa-miR-7515,hsa-miR-769-3p,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-7855-5p,hsa-miR-7975,hsa-miR-7976,hsa-miR-8060,hsa-miR-8079,hsa-miR-8081,hsa-miR-8082,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-892c-3p,hsa-miR-921,hsa-miR-92a-2-5p,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-95-3p,Disese Group
sample_37,1672968.6,603.75,244416.25,3871.0,407.5,17.0,3929.0,0.0,0.0,0.0,16.0,1.0,9.0,354.5,1.0,0.0,0.0,473.0,12.33,0.0,31.5,3.58,39.0,4826.0,0.0,15.0,53.0,31653.0,8.5,1159.84,12.0,1385011.5,11484.92,2.5,40491.83,177.0,97.0,1538.0,0.0,0.0,27.0,1.0,25.0,150.5,2971.0,475.0,0.0,1.0,957376.32,0.0,329443.17,13.5,89330.34,49333.33,5.5,1.0,3.0,3.0,0.0,3.0,2379.58,7.0,0.0,7.0,0.0,2.0,0.0,0.0,2243.83,0.0,10.42,12.0,1.0,0.0,2.0,2379.58,6.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,6.0,0.25,1.0,4.5,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,49.0,16.33,2083.0,1100.33,560.0,102.75,15.5,102.75,25.0,3.0,0.0,1.0,1.0,6.0,0.0,3.5,5.5,0.0,0.33,0.33,0.0,2.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.92,0.0,1.5,10.5,7.0,3.5,0.0,1.0,7.0,0.0,0.0,0.0,20.0,14.92,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,49.67,20.0,44.0,0.0,0.0,3.0,0.0,1049.5,5900.83,11.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,541.0,8.0,450.0,0.0,0.0,0.0,32970.66,316.0,12870.83,0
sample_38,1971327.19,554.25,245438.83,14161.16,383.5,32.0,10198.5,0.0,0.0,0.0,48.5,0.0,2.0,385.17,0.33,0.0,0.0,603.83,18.0,0.0,28.0,7.33,35.0,4570.0,0.0,5.5,30.0,44660.33,5.5,849.0,7.0,3202405.33,10304.33,2.5,46535.25,186.0,337.5,2290.83,0.0,0.0,45.0,0.0,19.0,209.5,3650.33,122.0,0.0,2.0,1073443.82,0.0,310049.83,14.5,74905.5,30070.25,6.0,0.0,4.5,4.5,0.58,10.0,3968.87,31.0,2.0,6.0,7.0,5.0,0.0,0.0,1750.0,0.0,16.5,16.0,0.0,0.0,8.0,3968.87,4.0,0.0,0.0,0.0,245.0,3.0,0.0,0.0,1.0,7.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,14.83,0.0,0.0,0.0,7.0,2.0,1.5,0.0,0.0,1.0,2.0,9.33,0.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,47.0,12.0,4606.33,675.67,375.0,117.25,27.0,116.75,21.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.25,0.25,0.0,1.5,0.0,4.0,0.0,0.0,0.0,8.0,0.0,3.16,0.0,0.0,10.5,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,6.25,0.0,5.0,0.0,2.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,3.5,130.33,39.0,83.5,0.0,0.0,1.0,0.0,1054.0,5659.33,16.33,0.0,0.0,25.58,0.0,0.0,0.0,0.0,562.5,45.25,324.0,0.0,0.0,0.0,71566.16,443.75,12968.67,0
sample_39,1665552.5,500.5,246570.5,1047.5,299.5,29.0,5088.0,0.0,0.0,0.0,19.0,1.0,3.0,202.0,0.0,0.0,0.0,442.0,13.0,0.0,17.0,3.33,53.0,2833.75,0.0,11.0,94.0,30615.67,11.0,667.5,9.0,1807706.25,7581.5,0.0,40677.33,179.0,57.0,1520.5,0.0,0.0,23.0,0.0,23.0,121.0,4792.75,518.0,0.0,1.0,842892.98,0.0,392996.25,8.0,62701.16,40383.83,4.0,1.0,3.5,3.5,1.0,4.0,2720.83,5.0,1.0,6.0,2.0,3.0,0.0,0.0,1646.25,0.0,13.25,4.0,0.0,1.0,5.0,2720.83,5.0,0.0,0.0,0.0,185.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,5.0,0.0,2.83,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,53.5,16.5,3614.92,835.17,356.0,74.75,22.0,74.75,27.0,0.0,0.0,1.0,1.0,6.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,1.5,0.0,6.83,0.0,0.0,0.0,2.0,0.0,1.34,0.0,2.0,13.0,12.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,7.0,15.33,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,40.33,29.0,52.0,0.0,0.0,3.0,0.0,1018.33,7953.58,8.67,1.0,0.0,6.0,0.0,0.0,0.0,0.0,503.5,20.83,386.0,0.0,0.0,0.0,53491.0,359.0,12428.67,0
sample_40,994403.21,776.5,83164.17,8152.84,225.83,221.0,1631.0,0.0,0.0,0.0,34.0,0.0,2.0,192.5,0.0,0.0,0.0,205.0,19.0,0.0,19.0,1.67,22.0,4733.83,0.0,20.0,12.0,42798.17,3.0,1646.66,6.0,1238772.25,9979.0,1.5,47465.92,90.0,3.0,724.0,0.0,0.0,12.0,0.0,21.0,63.0,1692.5,116.0,0.0,1.0,362781.0,0.0,309952.5,4.5,98775.0,18732.83,6.0,2.0,1.5,1.5,0.33,2.0,791.25,0.0,0.0,10.0,3.0,3.5,0.0,0.0,1441.5,0.0,3.75,10.0,0.0,0.0,3.0,791.25,3.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,20.0,1.5,454.67,400.5,147.0,35.0,5.5,35.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,0.0,0.0,6.0,0.0,1.16,0.0,0.0,10.5,3.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,53.67,27.0,14.0,0.0,0.0,2.0,0.0,551.0,4288.5,7.67,0.0,0.0,20.0,0.0,0.0,0.0,0.0,725.5,12.0,211.0,0.0,0.0,0.0,17461.16,137.5,12546.17,0
sample_41,1278626.4,1018.5,98027.42,74472.66,193.0,31.0,3412.0,0.0,0.0,0.0,193.5,0.0,10.0,458.5,1.0,0.0,3.75,248.83,25.0,2.0,20.5,8.17,6.0,7188.5,0.0,13.0,9.0,50796.83,4.5,2256.66,6.0,1826954.08,9690.25,0.0,59583.92,659.5,75.0,1624.17,0.0,0.0,16.0,0.0,28.0,126.5,1783.5,153.0,0.0,2.33,490505.32,0.0,320475.33,6.0,91859.84,14219.0,4.0,0.0,1.0,1.0,0.0,2.0,2031.0,0.0,0.0,7.0,16.0,4.0,0.0,0.0,1642.83,0.0,2.5,44.0,0.0,0.0,2.0,2031.0,2.0,0.0,0.0,0.0,137.0,3.0,0.0,0.0,0.0,14.0,0.33,4.0,12.0,0.0,0.0,4.0,0.0,12.5,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.67,7.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,26.0,10.0,575.83,408.75,195.0,45.5,19.0,45.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,2.0,0.0,0.67,0.67,0.0,1.0,0.33,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,5.33,0.0,9.0,0.0,6.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,4.5,136.83,39.0,39.0,0.0,0.0,7.5,0.0,1839.33,4931.83,14.0,7.0,0.0,25.25,0.0,0.0,0.0,0.0,1054.17,41.5,515.0,2.0,0.0,0.0,23051.66,161.0,17329.67,1
sample_42,1473476.69,1134.5,115119.67,130074.84,224.5,16.5,2619.5,0.0,0.0,0.0,111.0,4.0,6.0,505.42,0.5,0.0,3.25,307.83,31.0,1.0,18.0,6.75,6.0,8703.33,0.0,23.0,19.0,59170.33,8.0,4022.66,12.0,1689335.25,13341.0,0.25,74609.25,524.0,17.0,1450.67,0.0,0.33,12.0,0.0,18.0,174.0,2015.83,110.0,0.0,4.0,609860.14,0.0,421321.08,9.5,132917.5,16550.0,6.0,0.0,2.5,2.5,1.0,1.0,1665.58,8.0,1.0,9.0,13.0,4.0,0.0,0.0,1855.0,0.33,4.33,35.0,0.0,0.0,3.0,1664.58,4.0,0.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,7.0,0.25,4.0,7.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,39.0,18.83,942.42,466.83,243.0,44.83,20.0,44.33,14.33,0.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.92,0.92,0.25,0.0,0.0,5.25,0.0,0.0,0.0,4.5,0.0,2.5,1.0,0.0,18.5,14.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,9.33,0.0,4.0,0.0,9.0,0.0,2.0,0.0,2.5,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2.33,1.0,163.17,35.0,30.5,0.0,0.0,3.0,0.0,1591.0,6724.33,15.33,6.0,0.0,42.75,0.0,0.0,0.0,0.0,1536.5,26.33,533.0,0.0,0.0,0.0,22959.5,250.0,23785.0,1
sample_43,1288680.22,832.75,92052.42,44342.0,232.33,12.0,1880.0,0.0,0.0,0.0,139.5,1.0,7.0,385.0,0.0,0.0,0.0,264.0,16.0,0.0,19.0,5.42,6.0,8627.83,0.0,14.0,4.0,54186.33,8.0,2307.84,4.0,1902586.58,9898.83,2.0,66674.75,296.0,271.0,1009.67,0.0,0.0,21.0,0.0,11.0,73.5,1589.0,101.0,0.0,1.0,474958.48,0.0,386260.67,9.5,108196.0,13580.0,3.0,1.0,2.0,2.0,0.83,1.0,1218.67,0.0,0.0,2.0,5.0,3.0,0.0,0.0,1175.0,1.0,4.5,17.0,0.0,0.0,2.0,1218.67,1.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,0.0,24.0,3.33,328.17,418.67,289.0,36.5,14.5,36.5,15.0,1.0,0.0,1.0,4.0,2.0,0.0,13.5,11.5,0.0,0.67,0.67,0.0,1.5,0.33,2.0,0.0,0.0,0.0,4.0,0.0,2.16,0.0,2.0,12.5,10.0,1.0,0.0,0.0,7.0,0.0,0.0,0.25,12.0,9.0,0.0,2.0,0.0,2.5,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,153.33,60.0,28.0,0.0,0.0,1.0,0.0,1334.5,5549.25,5.67,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1175.17,19.5,319.0,0.0,0.0,0.0,16219.66,122.0,19936.08,1
sample_44,1134429.83,406.0,113001.58,115435.5,378.0,26.0,5351.5,0.0,0.0,0.0,57.0,2.0,3.0,215.42,0.5,0.0,0.0,488.33,16.0,0.0,12.0,2.92,25.0,3106.5,0.0,9.0,28.0,38586.5,14.5,839.84,3.0,2436256.0,6210.17,2.0,43090.58,213.0,7.0,1633.83,0.0,0.0,7.0,0.0,11.0,138.0,4906.08,58.0,0.0,2.0,837761.98,0.0,410805.42,11.75,53443.84,16493.33,5.5,0.0,2.0,2.0,0.0,3.0,2381.21,9.0,0.0,1.0,4.0,4.0,0.0,0.0,1754.5,0.33,21.67,13.0,0.0,0.0,2.0,2380.21,3.0,0.0,0.0,0.0,370.0,4.0,0.0,0.0,0.0,7.25,0.0,1.0,3.0,0.0,0.0,1.0,0.0,10.92,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,2.5,2470.83,449.5,469.5,74.08,11.0,73.58,36.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,1.5,0.0,1.5,0.0,0.0,0.0,3.0,1.0,1.58,0.0,1.0,11.0,13.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,9.67,0.0,4.0,0.0,7.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.5,0.0,0.0,4.0,0.0,1.0,5.0,58.83,24.0,56.0,1.0,0.0,3.0,0.0,923.0,9020.17,6.67,3.0,0.0,14.0,0.0,0.5,0.0,0.0,651.17,34.58,272.0,0.0,0.0,0.0,52934.66,398.0,10093.33,1
sample_46,1104152.52,1471.75,84586.67,73064.66,216.5,162.0,2269.0,0.0,0.0,0.0,152.25,0.0,4.0,390.08,0.0,0.0,0.5,243.83,24.0,0.0,32.0,5.83,5.0,8078.83,0.0,18.5,13.0,45424.58,5.0,2722.0,6.0,1407954.92,10929.0,0.5,62306.58,405.5,18.0,1436.0,0.0,0.0,12.0,0.0,24.0,146.0,1836.0,113.0,0.0,2.5,482796.98,0.0,396716.42,7.0,131275.0,16218.33,1.0,1.0,3.0,3.0,1.0,0.0,1260.5,10.0,2.0,9.0,6.0,3.0,0.0,0.0,1707.5,0.0,3.5,44.0,0.0,0.0,2.0,1260.5,1.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,12.0,0.67,2.0,3.5,0.0,0.0,3.0,0.0,13.17,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,4.0,0.0,1.0,0.0,35.0,0.0,382.67,416.58,232.0,42.83,16.0,42.33,12.33,0.0,1.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,1.33,1.33,0.0,0.5,0.0,4.0,0.0,0.0,0.0,7.0,0.0,2.5,0.0,0.0,18.0,13.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,10.0,2.33,0.0,2.0,0.0,4.5,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.25,1.0,52.0,33.0,0.0,0.0,2.0,0.0,1302.5,5964.0,5.0,0.0,0.0,32.25,0.0,0.0,0.0,0.25,1413.67,27.0,445.0,0.0,0.0,0.0,17707.16,175.0,17242.25,1
sample_47,1268156.49,801.0,103398.58,42088.0,377.0,6.0,2228.0,0.0,0.0,0.0,50.75,0.0,10.0,382.5,0.0,0.0,0.0,362.83,14.0,0.0,30.0,6.92,12.0,6734.33,0.0,23.0,14.0,57867.83,2.0,2235.5,13.0,1835863.83,12841.75,2.5,62941.58,201.0,13.5,1008.08,0.0,0.0,10.0,0.0,11.0,118.5,2199.0,105.0,0.0,4.0,589243.32,0.0,395553.17,8.5,110661.5,16682.33,2.0,2.0,2.0,2.0,0.67,0.5,1012.67,2.0,0.0,1.0,5.0,4.0,0.0,0.0,1681.0,0.0,4.5,14.0,0.0,0.0,3.0,1012.67,2.0,0.0,0.0,0.0,81.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,2.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,31.0,0.0,518.25,472.83,235.0,58.0,9.5,57.5,17.0,0.0,0.0,2.0,3.0,2.0,0.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,10.5,0.0,1.84,0.0,1.0,7.0,11.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,0.0,44.0,20.0,0.0,0.0,2.0,0.0,911.33,6124.67,3.67,2.0,0.0,22.25,0.0,0.0,0.0,0.0,1127.08,14.0,404.5,0.0,0.0,0.0,16788.0,212.0,15612.33,1
sample_48,1476603.36,930.0,97773.33,59310.16,357.0,37.0,2704.5,0.0,0.0,0.0,51.5,0.0,6.0,369.17,0.0,0.0,2.17,487.17,22.0,0.0,24.0,5.83,13.0,7558.5,0.0,14.0,9.0,62314.67,4.0,2228.5,10.0,2286328.58,13941.17,1.5,75057.92,201.5,46.5,1389.83,0.0,0.67,11.0,0.0,13.0,87.0,2204.0,64.0,0.0,0.0,739304.32,0.0,404798.5,4.5,115364.84,16835.25,3.5,1.0,2.0,2.0,0.33,2.0,1423.83,12.0,0.0,6.0,9.0,5.0,0.0,0.0,1241.75,0.33,5.33,15.0,0.0,0.0,2.0,1423.83,8.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,8.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,18.0,6.5,584.17,376.0,215.0,77.5,11.0,77.5,21.0,2.0,1.0,1.0,1.5,0.0,0.0,9.0,8.0,0.0,0.58,0.58,0.0,1.0,0.0,5.5,0.0,0.0,0.0,7.83,0.0,2.24,0.0,0.0,10.5,11.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,11.67,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.33,0.0,0.0,0.0,0.0,2.0,2.33,76.0,32.0,38.0,0.0,0.0,2.0,0.0,987.33,5306.33,5.67,0.0,0.0,56.75,0.0,0.0,0.0,0.0,1164.42,27.25,447.0,0.0,0.0,0.0,23338.0,229.0,17069.25,1
sample_49,1496229.11,1996.75,133960.42,104287.0,480.0,8.0,1656.0,0.0,0.0,0.0,72.75,0.0,19.0,515.33,0.0,0.0,0.0,352.0,45.5,0.0,72.75,7.75,11.0,10857.0,0.0,19.0,8.0,77270.0,8.0,4715.84,6.0,1816107.58,23031.92,2.75,98125.08,238.0,50.0,1126.0,0.0,0.0,10.0,0.0,19.0,89.0,4428.25,182.0,0.0,9.0,784251.64,0.0,593074.83,16.0,243959.0,21966.75,2.0,3.0,3.5,3.5,0.0,1.0,881.75,1.0,0.0,7.0,8.0,16.0,0.0,0.0,2368.5,0.0,1.75,39.0,0.0,0.0,4.0,881.75,6.0,0.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.67,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,47.0,3.0,398.25,670.5,386.0,81.67,12.5,81.17,27.67,0.0,0.0,6.0,5.0,4.0,0.0,21.33,12.0,0.0,2.17,2.17,0.25,3.5,0.33,3.83,0.0,0.0,0.0,9.0,0.0,2.66,0.0,0.0,15.5,20.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,24.0,12.58,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,2.33,2.0,0.0,0.0,0.0,0.0,0.0,1.5,90.83,58.0,41.0,0.0,0.0,4.0,0.0,1021.5,6590.67,5.67,5.0,0.0,43.0,0.0,0.0,0.0,0.0,1542.67,22.83,540.0,0.0,0.0,0.0,16050.0,210.5,23485.33,1
sample_50,1028619.51,1840.25,89313.92,77741.66,454.0,12.0,1471.5,0.0,0.0,0.0,84.0,1.0,16.0,369.08,0.0,0.0,3.75,293.0,36.0,0.0,30.5,7.08,6.0,9717.0,0.0,28.0,15.0,64383.75,7.5,5133.16,13.0,1464571.0,21848.42,1.5,91983.42,317.0,15.0,993.67,0.0,0.0,14.0,0.0,17.0,139.0,1934.5,78.0,0.0,3.0,569870.48,0.0,607294.0,7.08,250847.16,15864.0,5.0,2.0,2.0,2.0,0.5,0.0,779.25,3.0,0.0,9.0,6.0,4.0,0.0,0.0,2413.75,0.0,2.25,35.0,0.0,0.0,2.0,779.25,3.0,0.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,13.0,0.58,0.0,9.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.5,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,18.0,2.5,241.33,381.83,428.0,54.25,4.0,53.75,21.0,1.0,0.0,2.0,5.0,0.0,0.0,58.5,22.0,1.0,1.92,1.92,0.25,6.0,1.0,20.58,1.0,0.0,0.0,12.5,1.0,6.42,0.0,0.0,18.0,9.0,5.0,0.0,1.0,9.0,0.0,0.0,0.0,16.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,0.5,3.0,0.0,5.0,1.33,71.67,57.0,57.0,0.0,0.0,3.0,0.0,1056.5,8879.33,5.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,2038.42,24.33,394.0,1.0,0.0,0.0,16872.34,193.5,21787.5,1
