,hsa-let-7a-3p,hsa-let-7a-5p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-103b,hsa-miR-105-5p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-10a-5p,hsa-miR-1180-3p,hsa-miR-1185-1-3p,hsa-miR-1185-5p,hsa-miR-124-3p,hsa-miR-124-5p,hsa-miR-1247-3p,hsa-miR-1247-5p,hsa-miR-1249,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-127-3p,hsa-miR-1271-5p,hsa-miR-128-3p,hsa-miR-129-1-3p,hsa-miR-129-2-3p,hsa-miR-129-5p,hsa-miR-1301-3p,hsa-miR-1306-5p,hsa-miR-130a-3p,hsa-miR-132-3p,hsa-miR-133a-3p,hsa-miR-135b-5p,hsa-miR-136-3p,hsa-miR-137,hsa-miR-138-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-145-5p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-148b-5p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-3p,hsa-miR-155-5p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-186-5p,hsa-miR-187-3p,hsa-miR-190b,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-194-5p,hsa-miR-195-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-199a-3p,hsa-miR-199a-5p,hsa-miR-199b-3p,hsa-miR-19b-3p,hsa-miR-200a-3p,hsa-miR-203a,hsa-miR-203b-5p,hsa-miR-204-5p,hsa-miR-20a-5p,hsa-miR-21-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-2110,hsa-miR-216a-3p,hsa-miR-216a-5p,hsa-miR-217,hsa-miR-218-5p,hsa-miR-22-3p,hsa-miR-223-3p,hsa-miR-224-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-26a-2-3p,hsa-miR-26a-5p,hsa-miR-26b-3p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-299-5p,hsa-miR-29a-3p,hsa-miR-29b-3p,hsa-miR-29c-3p,hsa-miR-301a-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30b-5p,hsa-miR-30c-2-3p,hsa-miR-30c-5p,hsa-miR-30d-3p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-31-3p,hsa-miR-31-5p,hsa-miR-3184-5p,hsa-miR-323a-3p,hsa-miR-323b-3p,hsa-miR-324-5p,hsa-miR-328-3p,hsa-miR-329-3p,hsa-miR-331-3p,hsa-miR-335-3p,hsa-miR-335-5p,hsa-miR-337-5p,hsa-miR-339-3p,hsa-miR-340-5p,hsa-miR-342-3p,hsa-miR-34a-5p,hsa-miR-3529-3p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-3617-5p,hsa-miR-369-5p,hsa-miR-370-3p,hsa-miR-378a-3p,hsa-miR-379-5p,hsa-miR-381-3p,hsa-miR-382-5p,hsa-miR-409-3p,hsa-miR-409-5p,hsa-miR-423-3p,hsa-miR-424-5p,hsa-miR-425-3p,hsa-miR-432-5p,hsa-miR-451a,hsa-miR-452-3p,hsa-miR-452-5p,hsa-miR-454-3p,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-484,hsa-miR-485-3p,hsa-miR-485-5p,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-487a-3p,hsa-miR-487b-3p,hsa-miR-488-3p,hsa-miR-491-5p,hsa-miR-493-3p,hsa-miR-497-5p,hsa-miR-504-5p,hsa-miR-532-3p,hsa-miR-542-3p,hsa-miR-543,hsa-miR-551b-3p,hsa-miR-585-3p,hsa-miR-590-3p,hsa-miR-598-3p,hsa-miR-628-3p,hsa-miR-628-5p,hsa-miR-629-5p,hsa-miR-660-5p,hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-767-5p,hsa-miR-769-5p,hsa-miR-888-5p,hsa-miR-891a-5p,hsa-miR-891b,hsa-miR-892a,hsa-miR-892b,hsa-miR-9-3p,hsa-miR-9-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-95-3p,hsa-miR-96-5p,hsa-miR-98-5p,hsa-miR-99a-3p,Disese Group
sample_33,1502.0,1153565.45,205904.66,84306.08,132452.33,637876.57,106493.33,117658.83,16100.66,6776.5,168077.66,41670.08,41670.08,1190.66,155.5,5997.87,32.0,2793.0,206.5,180.0,59999.6,10323.6,25.0,974.0,15.0,671341.48,1006841.3,132010.5,17509.83,25562.0,187.5,86457.66,104.25,1319.0,45209.48,2597.92,1395.5,9163.42,3065.0,1442.66,1288.33,658.0,894.0,3039.16,30607.5,7652.5,561.0,419.75,24242.42,1464.83,4142.5,2522.33,32249.0,42421.0,507.0,8501.83,1122.0,12919.67,990.16,597.0,10453.5,4830.33,797841.0,1498.5,13608.34,508.5,4202860.75,2183267.42,6194.83,1843.5,168012.67,274060.08,63788.92,8578.34,5260.83,13.0,722.5,1863.64,771.0,931.82,6298.34,650.0,455.79,455.79,133867.75,2591.0,53558.83,21439.75,45658.42,483.0,865.33,2123.83,1761.5,12063.66,4701.0,3042.17,187.0,7293.67,19739.92,19413.5,27605.5,780.58,357101.16,429.0,415817.25,5034.67,142388.08,806.0,276555.33,179275.11,331937.64,3221.0,27273.17,100344.33,30380.0,1973.67,66189.66,1677.17,255900.83,19969.17,33791.92,104.5,9074.0,1366.0,6126.0,1927.0,2909.5,8852.67,921.0,4398.17,943.5,86411.92,265.5,2251.5,8088.58,226753.83,18207.33,9794.88,11342.0,13605.0,105.0,1908.0,3301.25,3043.74,12747.25,643.75,11358.5,6735.0,433.0,1366.0,217.5,2306.17,10427.67,181.0,7.0,25.5,12130.5,199.5,370.0,397.5,4096.0,420.0,593.84,593.84,97.0,3111.5,688.5,494.0,435.92,1267.5,1845.33,538.5,225.0,77.0,1344.0,27.0,1271.25,3429.0,2125.0,3754.5,1013.0,2500.0,48591.64,5619.58,2475.5,3694.83,19.0,31.0,5.0,15.0,7.0,145565.09,1545557.47,22580.0,1394.5,24995.0,19614.83,215040.25,5543.33,1082.33,0
sample_34,1154.84,1156942.33,196230.33,87267.5,126526.58,699531.82,96334.5,110686.33,14603.0,15913.5,122429.16,42256.16,42256.16,1149.0,108.0,6551.29,11.0,4221.0,150.83,202.0,113784.77,11273.58,31.0,634.0,2.0,528153.99,925157.98,123523.5,13984.5,30959.83,235.0,69242.66,155.42,1454.42,41054.14,2885.25,557.0,6924.17,7441.0,1796.0,1636.33,1025.0,1430.0,4800.16,39096.17,7627.0,568.0,311.25,31568.42,1742.83,4260.5,2227.92,31372.83,49367.33,517.5,7800.67,899.0,10846.17,1039.5,778.0,8871.67,3814.83,748700.0,1056.5,65329.16,3350.0,4459961.67,2140708.5,6658.75,1634.5,155301.83,230483.0,54646.0,6981.16,4815.33,12.0,569.0,1764.64,750.0,881.07,5577.16,731.5,497.25,497.25,121262.17,1975.0,84228.5,22708.5,28699.5,671.0,664.17,1474.5,1858.5,12285.0,5302.42,2872.5,133.0,6565.33,20012.17,23187.37,31584.33,677.5,391132.32,383.5,377458.33,4640.17,145833.67,837.0,329310.17,157778.77,367458.81,2242.5,19787.75,106332.5,28624.25,1880.42,54513.0,1597.33,285069.33,17400.92,32582.5,139.0,6910.5,3123.0,8264.5,2016.5,2974.0,4728.75,941.34,3115.67,1058.0,57770.42,217.83,3828.0,10661.75,233899.0,13130.67,7368.77,13056.33,14219.0,258.0,2057.0,2675.5,5269.41,14178.5,793.0,13826.5,5737.5,561.0,3123.0,438.25,2853.33,9753.17,474.0,2.0,18.5,13688.0,207.5,561.0,1786.42,1697.0,616.0,595.08,594.08,112.0,4097.0,886.25,512.0,586.67,1092.33,2715.5,380.0,506.0,83.0,1662.83,31.0,1293.75,3814.33,1786.0,4122.5,1154.0,3821.0,36489.17,5416.08,1101.0,4172.0,39.0,90.0,12.0,12.0,6.0,133408.74,1642566.73,40640.84,5781.5,21226.5,14850.83,274556.75,7396.25,1221.33,0
sample_35,2733.34,1061832.11,211863.16,82160.42,125703.75,657974.07,172045.75,95678.25,22285.16,8553.5,212163.5,48308.4,48308.4,1446.66,282.67,8712.6,13.0,2342.0,264.5,277.0,122055.15,13082.05,19.0,257.0,19.0,601874.31,1164369.8,144555.0,24764.83,27931.5,259.0,120670.5,294.0,3418.0,54270.96,3070.25,579.0,16859.75,5092.83,3510.0,2040.83,1183.5,2231.0,5724.34,31244.25,6727.5,852.5,852.75,39238.5,4267.83,4023.5,3181.5,22056.5,48936.17,392.0,12560.33,2303.5,14075.33,2416.16,349.0,21597.92,8593.33,669110.5,1623.5,15049.34,678.83,3574674.5,1548511.5,12640.08,2004.5,212802.42,286427.41,64480.33,15025.66,7785.67,6.0,1050.83,1778.8,1035.34,889.65,14641.34,1239.0,1389.12,1389.12,221416.75,5332.5,66099.83,19640.75,49694.08,537.0,1414.17,5433.58,2916.58,18016.34,8864.0,3911.42,149.0,11819.58,27168.08,33447.88,31150.5,1119.5,404816.66,611.5,435216.92,10871.5,155035.33,1301.5,360357.83,269063.92,459613.3,5006.33,26001.0,131302.5,69089.5,1895.42,126423.84,1562.42,283818.33,23129.83,51827.42,177.0,9703.0,1085.08,11514.5,3213.5,3454.5,5303.0,1265.0,6261.67,886.5,156459.5,573.17,3007.83,15304.33,220095.25,25307.5,11678.19,17105.58,19511.58,327.83,1767.0,1993.0,2930.99,11486.83,1021.0,12001.67,6969.0,565.5,1085.08,2862.25,2723.0,9097.75,1108.0,10.0,38.0,13701.0,368.0,563.0,1035.5,3908.0,375.5,730.34,726.84,148.0,5550.5,1471.83,503.5,406.33,2491.5,1036.5,755.0,2459.83,194.0,3087.08,20.0,1929.92,4342.0,2129.0,3336.33,943.0,3578.0,57825.51,2752.0,3096.83,5050.33,67.0,107.0,11.0,27.0,11.0,224457.75,1518036.65,22246.84,1805.5,27870.5,17941.33,385535.0,8700.83,1496.5,0
sample_36,2730.16,1252890.32,273704.91,105970.83,146564.0,726414.49,178253.75,112967.0,12373.0,9328.5,198629.32,54658.7,54658.7,2596.84,228.5,8701.93,7.0,2603.0,337.0,349.0,100231.96,14450.27,54.0,374.0,12.0,702246.14,1389744.3,197783.5,32050.67,32270.83,238.5,129679.16,240.5,2781.67,44235.96,2994.17,730.0,21909.0,3872.0,2215.84,1921.67,1047.5,1160.0,6234.66,31079.5,6746.33,1185.25,1496.33,37737.08,5875.25,5425.25,4138.08,25245.5,45366.58,342.0,12197.0,2161.5,17919.92,2212.0,470.0,20449.08,12206.08,782695.16,1440.0,15336.5,549.5,3673884.42,1582757.42,15167.25,2699.5,255957.42,396867.41,58104.92,12866.0,6726.75,9.0,1120.5,1752.14,1189.0,876.07,14459.34,1194.5,1543.75,1542.75,278623.42,4413.5,60476.67,25915.5,74464.42,526.0,1059.92,2782.83,1487.0,14840.0,9697.08,7366.75,282.0,15082.83,29018.33,29289.87,41091.33,1318.33,411492.66,815.83,497521.25,10847.25,144647.92,1379.0,361609.92,272949.08,499389.54,5112.33,34941.67,124010.17,68667.17,2415.25,144325.84,1668.08,292970.5,27862.5,44413.0,220.0,12226.0,1272.88,9871.5,3389.5,4280.25,6885.25,1601.0,6368.58,1138.0,171435.92,496.0,2873.0,9275.5,216913.5,23180.0,13020.69,20790.83,22314.42,391.67,2537.0,3058.75,1505.66,11972.0,936.0,17368.58,9830.5,655.0,1272.88,489.5,2482.33,12247.5,2211.0,12.0,63.5,13439.5,414.0,542.5,402.92,4997.0,429.33,1331.34,1330.34,216.0,7204.17,1270.83,569.0,492.58,2347.17,943.33,972.92,209.0,207.0,4249.33,27.0,1803.83,4680.33,2556.83,4563.33,926.75,3677.0,64564.75,4132.92,4934.33,5479.33,22.0,54.0,6.0,13.0,8.0,242632.55,1512815.96,24333.84,1554.0,32436.0,19516.92,333338.0,9293.33,1870.5,0
sample_37,1038.66,1672968.6,506232.74,244416.25,164822.08,899523.31,159854.42,138315.67,3871.0,41917.0,90760.82,65687.4,65687.4,5009.34,407.5,10913.83,17.0,3929.0,175.5,495.0,514782.16,7658.62,276.0,2734.0,17.0,572274.06,1202047.98,37415.5,5385.17,38418.5,473.0,52667.16,202.75,2921.25,23721.98,1808.67,219.0,9835.5,5832.0,1247.0,10802.33,1768.5,3420.5,11025.16,21799.58,4826.0,3169.25,727.0,15450.67,905.42,6589.0,10209.5,35174.33,31653.0,244.0,13667.0,465.5,12501.83,1159.84,561.0,13410.67,6434.33,447671.66,1087.0,40224.5,1902.5,1841007.42,1385011.5,11484.92,3043.83,150633.75,144681.75,40491.83,10683.5,10495.75,97.0,1538.0,1686.8,261.66,842.9,6173.16,1615.5,301.25,301.25,288566.75,6421.5,92856.0,8811.75,50791.75,648.0,439.5,2225.5,2971.0,8625.84,13021.42,5942.92,475.0,24833.17,31173.33,29152.25,27908.5,447.0,957376.32,432.0,363865.92,7638.25,70755.08,1652.83,329443.17,119338.97,255988.07,1057.5,33832.0,215931.67,43196.5,2489.0,89330.34,724.0,364280.67,18937.33,42156.92,556.5,49333.33,2379.58,8871.5,1322.0,2304.0,3556.58,1838.84,2227.5,1609.58,75588.42,478.67,3247.0,9897.25,127950.0,36855.83,8124.48,11523.83,29494.75,78.5,4735.0,1403.0,2939.33,14582.5,3032.83,14469.17,4599.83,878.0,2379.58,240.0,1978.0,8115.0,855.0,36.5,183.5,10672.67,324.5,1080.5,2083.0,2461.5,1257.5,1306.24,1306.24,308.0,5566.83,4527.0,1221.0,1100.33,1187.33,1102.17,500.25,129.0,345.0,5882.92,74.5,1266.33,5742.0,1177.5,4646.33,1350.0,4945.0,40382.84,4749.58,2552.33,5900.83,178.0,333.0,68.0,77.0,35.0,306147.85,2026500.04,32970.66,2820.0,13761.0,12870.83,510873.33,17514.92,1572.5,0
sample_38,1076.0,1971327.19,461879.99,245438.83,194112.0,982140.39,170787.42,141341.5,14161.16,36590.0,106357.5,94498.66,94498.66,4164.34,383.5,13110.48,32.0,10198.5,151.0,323.0,794418.4,8736.36,47.0,1420.0,24.0,714023.39,1132086.98,72373.0,9775.17,36704.5,603.83,77506.34,318.92,5329.58,41684.8,3700.83,416.5,6229.25,10909.5,3416.84,5788.17,1018.83,2249.0,10609.5,21983.0,4570.0,1251.0,369.5,47868.5,2306.67,4735.5,9591.5,31688.0,44660.33,349.0,19289.75,1088.0,12495.0,849.0,1123.0,17202.17,7048.33,689243.5,1118.0,47736.66,1792.0,3733982.41,3202405.33,10304.33,4066.5,53639.92,203964.08,46535.25,11164.5,11202.0,337.5,2290.83,3730.94,547.0,1865.47,4769.0,2125.0,629.33,629.33,381219.67,8837.5,114511.5,9271.25,81986.25,836.0,541.83,2253.0,3650.33,7334.34,13429.67,3142.58,122.0,19346.92,44561.58,31909.74,34438.0,524.5,1073443.82,374.0,468800.17,4554.17,87690.67,1535.0,310049.83,112334.13,248472.48,1469.83,32029.75,177197.0,34589.33,2665.17,74905.5,840.25,455365.5,20603.42,42033.33,168.0,30070.25,3968.87,10117.0,1065.0,2393.33,6321.5,2290.34,3445.17,1797.0,74897.75,334.0,4041.0,11664.92,285223.5,23030.67,8070.52,9959.5,35011.17,139.0,3556.5,1374.0,7966.74,14920.0,2564.5,13173.5,5020.5,1012.0,3968.87,160.5,3030.83,10851.25,752.5,3.0,33.0,19109.17,379.0,966.0,4606.33,4094.33,1656.0,1814.34,1814.34,193.0,5986.83,4128.17,1352.83,675.67,988.0,1282.33,631.83,159.0,361.0,3153.5,45.0,1234.0,5922.83,1881.0,8176.83,1372.5,4732.0,40039.04,5928.58,2248.0,5659.33,35.5,90.0,12.0,7.0,4.0,313291.57,2179862.13,71566.16,6709.0,22895.5,12968.67,838059.5,19018.25,1218.0,0
sample_39,989.0,1665552.5,603506.99,246570.5,148682.0,1028689.31,92607.83,126726.08,1047.5,71540.5,109476.5,64714.1,64714.1,5182.5,299.5,6561.94,29.0,5088.0,112.33,276.0,401879.87,8710.62,354.0,4796.0,23.0,653274.39,1306022.98,40485.0,5382.0,47665.25,442.0,53564.84,197.75,2635.25,27442.98,1813.92,284.0,6084.0,7911.5,213.34,3738.0,1880.0,4161.0,6151.66,25982.08,2833.75,1759.5,490.25,15758.0,558.5,4989.83,13283.25,21105.33,30615.67,187.0,10627.83,445.5,9764.17,667.5,768.0,8278.25,3840.08,458183.5,651.33,42379.0,1634.5,2345151.25,1807706.25,7581.5,3182.83,149470.0,147227.25,40677.33,7349.34,6731.5,57.0,1520.5,1097.98,107.0,548.99,4227.66,1562.33,494.0,494.0,244474.0,3658.0,112277.42,8950.33,54309.42,635.0,608.0,3074.08,4792.75,8130.0,8085.92,3284.0,518.0,15847.42,25504.5,19485.25,34599.0,413.5,842892.98,256.0,311624.0,4414.92,61344.33,1134.0,392996.25,75835.48,298344.16,738.0,41794.08,279148.17,34098.67,3499.67,62701.16,760.42,470402.0,25012.92,40618.92,389.0,40383.83,2720.83,8398.0,1022.5,1401.0,4350.92,1181.66,2201.33,1119.33,38470.25,224.33,3382.5,10480.33,185775.0,23247.67,7313.99,11626.33,32033.58,42.5,5396.0,1192.92,4693.41,12885.5,3937.5,11245.83,4171.0,655.0,2720.83,142.5,2123.5,8583.42,483.0,9.0,178.0,8284.67,214.0,855.0,3614.92,3016.0,1580.0,1614.66,1612.66,155.0,4359.5,3449.83,1088.0,835.17,675.5,1158.0,371.5,122.0,213.0,2812.17,108.0,1006.83,6718.75,1170.0,4829.5,1329.0,5200.0,36160.23,4615.25,2888.83,7953.58,68.5,214.0,24.0,45.0,9.0,196987.98,2528061.34,53491.0,4593.5,14678.33,12428.67,423422.33,10513.83,1263.0,0
sample_40,2256.34,994403.21,198612.41,83164.17,90192.08,548922.74,129887.75,76833.5,8152.84,9976.0,177245.0,39585.68,39585.68,1275.34,225.83,6170.19,221.0,1631.0,172.5,239.0,101006.96,10564.85,19.0,508.0,15.0,502635.32,1027280.98,59978.5,12059.17,22486.0,205.0,73931.84,117.33,1589.42,24032.14,1333.5,266.0,10883.92,2598.0,1266.5,1889.0,1054.5,1422.0,3995.0,21021.25,4733.83,857.0,561.5,24865.42,2167.92,3281.0,3083.0,23901.0,42798.17,258.0,7862.75,969.0,11317.83,1646.66,231.0,16249.25,5251.42,473641.84,1182.5,10149.34,435.0,2657405.08,1238772.25,9979.0,1356.33,89664.92,154009.92,47465.92,10783.5,6155.5,3.0,724.0,1399.64,505.66,699.82,13153.66,1075.5,924.83,924.83,234710.25,4440.5,57293.33,14741.25,43216.92,285.0,533.0,2856.0,1692.5,13193.34,7171.92,2449.92,116.0,9112.42,22231.92,22713.75,26053.83,780.0,362781.0,450.5,318421.5,6562.5,123729.25,729.0,309952.5,158260.11,403012.97,2244.83,23578.5,138816.17,51928.0,1656.67,98775.0,1375.33,241271.5,18181.67,45740.42,286.0,18732.83,791.25,6332.5,1503.0,1906.0,3323.0,842.5,3570.83,936.5,124326.08,380.0,2001.0,11880.58,146650.0,16449.5,10648.66,9925.0,12064.33,69.0,1735.0,950.5,1330.5,7561.0,1043.5,8871.0,4303.0,404.5,791.25,390.25,1873.5,5634.83,461.0,8.0,39.5,9336.5,253.5,516.0,454.67,3342.0,237.0,431.84,428.84,108.5,3412.17,1500.5,267.0,400.5,1639.33,823.0,467.0,423.0,128.0,1169.25,47.0,1266.33,3763.0,1325.5,3069.5,863.0,3766.0,53021.7,1767.58,2616.33,4288.5,36.0,71.0,21.0,20.0,7.0,221863.47,1602022.77,17461.16,1005.5,17954.5,12546.17,337714.75,7293.0,1620.5,0
sample_41,1875.0,1278626.4,304753.08,98027.42,240799.91,809348.15,185972.67,145642.17,74472.66,8536.0,183520.16,73635.02,73635.02,1407.66,193.0,12552.42,31.0,3412.0,447.5,713.0,88504.16,9929.52,8.0,115.0,47.0,1044534.71,1484059.96,189880.5,25527.33,58131.5,248.83,113345.16,267.33,2816.42,72866.28,4523.83,1217.0,7065.67,3714.0,9893.5,3248.17,1571.5,1231.0,10643.5,32255.42,7188.5,1308.0,711.0,37443.42,2628.58,5641.0,3369.33,25921.5,50796.83,381.5,30432.83,2254.0,17835.17,2256.66,905.0,10536.42,7378.5,622261.84,1100.0,20337.84,718.0,3482748.25,1826954.08,9690.25,1861.0,213160.0,342057.58,59583.92,11769.16,5684.92,75.0,1624.17,1823.64,953.0,910.82,7650.66,594.0,914.04,914.04,263160.83,3804.0,67487.5,30864.5,71175.08,970.0,870.0,2483.75,1783.5,23124.34,5753.58,3739.75,153.0,15821.08,37487.75,38177.41,35440.5,1324.0,490505.32,568.83,474000.42,11893.75,190905.75,2867.0,320475.33,259564.26,383786.71,3840.83,29166.83,128714.67,38890.67,2735.33,91859.84,1314.25,309543.5,20390.67,47290.67,146.0,14219.0,2031.0,13509.5,6501.5,4897.5,12813.42,1825.84,5412.33,762.5,76200.17,639.5,3415.33,10947.17,253174.5,57677.5,10356.3,15692.83,22010.08,116.0,3490.0,6656.58,1429.33,31196.5,1475.33,25651.0,19465.5,2203.5,2031.0,150.0,3398.5,25291.25,297.0,2.0,14.5,15166.0,245.0,519.5,575.83,7414.5,1755.75,930.49,929.49,200.83,7705.83,1061.5,1231.5,408.75,1325.25,1242.33,1213.83,121.0,189.0,1961.5,42.0,1231.5,6103.25,2439.0,4336.5,1347.5,4135.5,51446.36,7512.92,1635.67,4931.83,41.0,133.5,19.0,23.0,18.0,189159.2,1761377.09,23051.66,1508.5,31363.83,17329.67,269874.5,11418.33,1267.0,1
sample_42,2573.16,1473476.69,333632.16,115119.67,286633.5,1106769.64,264127.25,184815.67,130074.84,11649.5,251419.66,88862.96,88862.96,1281.34,224.5,18168.24,16.5,2619.5,562.0,1343.5,101163.96,11130.34,6.0,93.0,38.33,1166967.13,1873958.94,189822.83,29440.33,79583.0,307.83,136099.0,440.92,3945.25,106728.24,4836.08,735.0,9123.92,7093.0,12835.84,2843.83,2378.0,1721.5,18506.84,48224.0,8703.33,1475.5,1051.0,38968.33,4040.92,8187.5,3195.83,26024.0,59170.33,387.0,39930.33,2061.33,17532.17,4022.66,844.0,12331.08,8260.42,685106.34,1532.0,21301.0,759.5,3965192.67,1689335.25,13341.0,1954.83,282688.42,364858.66,74609.25,15443.0,6698.17,17.0,1450.67,2679.46,1183.0,1338.73,12304.66,799.5,1232.92,1232.92,277969.67,5555.5,72968.92,39606.5,86749.67,963.0,911.08,3113.75,2015.83,28407.0,7284.33,5299.5,110.0,19405.25,41820.58,56158.0,45262.25,1307.83,609860.14,691.5,514790.5,16755.58,235243.25,4837.5,421321.08,321713.22,547504.37,5526.33,38522.92,185114.0,55546.08,3041.08,132917.5,1612.75,343918.5,28930.92,67853.83,185.0,16550.0,1665.58,28822.0,4280.5,5203.5,8499.0,2486.34,5297.33,705.5,87546.25,819.5,2065.5,16329.17,259158.0,96247.67,12855.82,15324.33,21109.17,119.0,4091.0,5112.0,1951.08,54279.25,2319.5,31098.5,25314.83,3298.5,1664.58,452.5,3781.83,28750.0,681.33,2.0,19.5,18062.83,235.0,491.0,942.42,6121.5,1989.58,1157.34,1157.34,214.0,12718.5,1208.0,1286.5,466.83,1610.67,795.33,1098.33,523.0,274.0,2759.67,44.0,1521.0,6865.0,2554.0,4853.5,1465.5,5015.5,63690.9,6111.42,1312.0,6724.33,67.0,150.0,22.0,42.0,13.0,238110.38,2233858.48,22959.5,1938.33,43285.5,23785.0,267723.75,14721.58,1821.0,1
sample_43,1873.5,1288680.22,235747.66,92052.42,192902.83,766250.48,174223.33,134783.08,44342.0,6963.0,177744.32,58305.64,58305.64,1290.0,232.33,12210.85,12.0,1880.0,404.5,635.66,80327.53,10727.59,5.0,87.0,39.0,790072.31,1261842.3,175688.5,25109.5,60864.5,264.0,93748.66,297.17,2456.58,70311.62,3001.83,633.0,9668.92,2609.0,6528.0,3125.67,1417.0,1853.0,10644.16,31326.67,8627.83,1165.5,669.5,36203.42,3502.5,6491.83,2810.5,34862.0,54186.33,475.0,22096.67,1578.5,17893.5,2307.84,818.0,12708.75,7379.0,703260.16,2095.83,16713.66,684.5,3384813.17,1902586.58,9898.83,1265.0,205701.92,302666.58,66674.75,12204.34,5702.83,271.0,1009.67,2442.46,1237.34,1219.73,8378.0,610.5,864.83,864.83,194431.58,3494.33,51963.58,29874.5,49262.42,491.0,639.0,1997.0,1589.0,16974.34,5691.17,4435.5,101.0,12829.92,34622.83,35861.49,27312.0,933.5,474958.48,580.0,420249.83,11331.08,230899.33,2365.0,386260.67,288349.26,513530.22,4108.33,32859.83,147548.0,54698.0,2133.08,108196.0,1552.08,288479.67,22217.33,44111.0,276.0,13580.0,1218.67,11916.0,5744.0,4883.0,6928.33,1591.66,4798.58,709.0,73325.42,558.0,2737.33,9340.17,171794.83,48548.17,14023.71,13076.0,14309.17,95.0,2561.0,4105.58,1572.0,26819.5,1141.5,20265.5,13595.0,1703.0,1218.67,317.83,3003.33,17944.58,459.33,3.0,15.0,14724.5,292.5,506.0,328.17,4641.0,877.5,728.34,728.34,208.5,6910.5,1109.0,907.0,418.67,1422.83,1855.0,702.33,202.0,141.0,2945.67,57.5,1420.0,6171.25,1932.5,3909.83,1006.0,4303.5,69501.55,4689.0,1583.33,5549.25,29.0,78.0,11.0,21.0,6.0,195611.58,1756233.58,16219.66,1049.5,25899.42,19936.08,278531.75,11245.42,1521.0,1
