,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,MEX3D,AC022973.2,SLC12A4,AC012618.2,NOTCH2,AC055811.4,BAIAP2L1,RIPOR1,TIGD7,IGSF3,RNA5SP493,AL732372.2,ZNF830,RNU1-134P,NDUFB4P6,HCLS1,BIN2,PPP1R26P1,CLEC4E,RPS2P7,HERC2,NSMCE3,AHSA1,AL161725.1,GMEB2,Y_RNA.322,AP000560.1,EBNA1BP2,RPL21P44,AC096921.1,Diagnosis
RNA466_FPKM,0.241593676,14.54849442,4.802822717,26.37154298,1.611523006,9.565039202,1.147521877,2.310225424,4.069748114,1.195209411,2.51133917,20.57635792,8.497944232,2.493790523,3.854743891,0.668660393,20.5117381,1.179116321,12.78822598,3.27673074,4.6052205,47.258209,1.57740116,2.390078586,0.886025982,1.583250673,0.423012449,3.148881048,3.828600186,0.10771134,0.479934098,5.965189632,3.481001655,0.965431316,0.262900193,0.982352061,68.45012049,3.304279216,3.044612095,36.41232285,29.66470083,0.257892571,8.348779266,1.300276287,8.552253233,2.114217457,44.78216677,2.389766375,0.11417591,31.7953732,6.277480828,17.61212043,12.2280527,1.116383635,0.456274772,6.97396347,3.747264397,2.196502456,0.940120077,0.264408995,0.451226442,0.0,44.17749078,16.61629462,1.382963797,0.126339284,0.912962251,0.564987196,2.57984123,1.434995751,18.82863937,2.639416814,0.389505205,8.361572798,0.748168633,0.028607576,0.892705052,2.78370245,5.591764166,0.984680724,0.0,108.7027617,80.81597017,0.314717751,24.65367778,1.83549739,1.60414766,7.174418931,4.879726206,0.784814425,7.180526697,2.15603078,0.083878327,2.079474847,0.516168386,0.216629759,0
RNA471_FPKM,0.292068512,18.84508179,7.846010697,24.49899384,1.399672997,7.565559857,0.255568159,2.547649627,3.302209664,1.107612101,3.011868206,21.28050407,12.62439704,4.683035921,5.475220508,1.077358961,18.51442794,1.552355524,12.58415811,3.676718755,5.660833536,37.1953936,1.580552597,2.926273505,0.964663908,2.644383049,0.326093843,4.11859274,4.479209816,0.113932442,0.591223643,5.919724796,3.971725377,1.693200693,0.526850866,1.691238262,81.93761764,4.224361116,2.922707474,42.91430189,25.77516679,0.34460126,8.103942428,1.545420478,6.397480164,0.62774964,31.93492543,2.737003698,0.838911867,44.36069794,6.335197123,17.89878267,10.1582964,0.745857175,0.457294712,7.575033625,4.207182201,2.20680246,2.086164804,0.06508219,0.602931414,0.078683865,43.93601002,18.77089558,1.632538063,0.253183386,0.773316153,0.943718735,2.783083969,3.003934147,21.87198862,2.567727701,0.356607783,7.537070527,0.779174729,0.0,0.596126598,4.465385878,7.75181628,0.986647985,0.296583052,127.7952082,97.57376847,0.285351417,29.44883158,0.79710191,1.532855605,7.363740294,6.764720268,1.185206609,6.701555891,4.322042057,0.168091809,3.316349727,2.069337179,0.434125113,0
RNA476_FPKM,0.229281167,18.19482389,6.046393624,24.68234309,1.427567687,9.840184803,0.423528268,2.606155733,4.341018337,1.220935556,2.79424346,23.12637662,6.128234927,3.698242626,4.127060453,0.522590812,21.38089402,0.652799588,13.56508592,4.43032031,4.943619927,40.00309943,1.745902489,2.45987161,0.872077252,1.577704718,0.28825886,3.298344978,4.185239352,0.188825792,0.49777429,4.794145766,3.669864516,0.267203501,0.582114979,1.896522064,72.30527962,3.16180982,3.132774795,37.27173246,23.22986982,0.0,6.791635066,1.716964213,7.202940518,0.910389825,26.48791552,3.138361922,0.631990211,39.0211784,5.971752163,19.51717608,10.60502561,0.617965486,0.378915038,6.941416913,3.495133654,2.543463913,0.59483137,0.421172733,0.799437905,0.043479725,41.98891483,18.78243678,1.266476973,0.0,1.227486029,0.625647056,2.955454422,1.90662549,17.47397985,2.819969109,0.255576747,6.032263217,1.157331747,0.007921764,0.988566488,1.645472562,7.770305641,0.0,0.491333214,129.8688485,99.17055335,0.074671328,23.02273499,0.508040071,1.510823693,8.297329418,7.804439388,0.615534514,6.675008657,2.38750006,0.278562217,2.733294027,0.952575134,0.0,0
RNA483_FPKM,0.188499553,12.99070783,3.988618697,23.33005156,1.056172399,8.444140713,0.626762917,1.754071243,3.328942209,1.206599034,2.539154007,18.31751332,5.643504028,2.13813516,5.572174119,0.483336718,13.07782014,0.852340156,12.21757388,3.452231985,4.017320597,34.65702666,0.0,2.691265349,1.34423737,2.853547284,0.159955119,3.124732065,3.525026959,0.073530092,0.386550918,2.591744279,3.591701841,0.988668351,0.107656077,0.722250634,69.46691733,4.077270085,2.286438835,24.74703609,30.01002031,0.0,6.700156758,0.596727578,5.457342621,2.549993566,33.39719047,2.874939959,0.280567799,33.57475763,4.952691153,19.79311847,10.91156506,0.228630432,0.373855431,7.525744774,3.452392068,2.184117271,0.440108218,0.307824524,0.295761185,0.0,46.92886172,15.9245343,1.345957414,0.413973665,1.068480156,0.462930551,3.124560391,0.548621241,20.96990262,0.796658096,0.200915317,6.896824843,1.063630306,0.0,0.731114897,3.771225126,5.6347028,0.806441886,0.0,122.2529408,92.1397544,0.07367425,38.28635658,1.879687421,1.269695237,7.157786719,5.619022386,0.656357531,8.372403705,2.944394004,0.103043039,1.92343671,0.986820834,0.532251645,0
RNA488_FPKM,0.092108031,13.26846649,3.745903891,28.90487656,0.430034699,8.549952965,0.567152227,2.700150127,3.428468625,1.255356723,3.531010331,22.23491855,5.652753246,2.478338454,5.413095046,0.349904086,17.07013641,1.326620512,13.19075343,3.553614959,4.86210778,53.86996214,1.403286218,2.828747231,0.759050135,4.507064445,0.20265002,3.439142499,3.551839309,0.055897276,0.628726896,5.759876221,3.065550342,0.751581648,0.35070791,0.548998364,79.39851174,4.318610753,2.947923333,30.39574098,25.76426623,0.0,9.135336037,0.842881006,8.688489006,1.567357782,45.32709463,3.439696652,0.203096787,34.2753511,6.449749687,20.56994471,10.52185997,0.248347905,0.405908327,6.831220865,3.166943036,2.297113039,1.105167437,0.033012363,0.401417743,0.0,41.27340059,19.32769961,1.73907929,0.224787684,1.029719504,0.376934762,2.533517246,0.851062353,15.85461225,1.688983461,0.179672942,6.330942403,0.734101806,0.0,0.794167475,2.27005675,7.98409321,0.0,0.197456941,105.2230342,81.27323298,0.319982604,21.16303911,1.632885734,1.154167771,10.31358564,6.680444397,0.741820596,5.672248934,2.557581668,0.111893386,2.637651409,0.153112797,0.385435948,0
RNA499_FPKM,0.108261002,8.569179159,2.940908574,28.05279162,0.303302647,9.40648336,0.599998791,2.237730102,3.546064038,1.502104696,3.619903354,20.62160441,6.873773343,0.4545607,4.377024782,0.407163599,17.43209801,1.631805783,12.26151448,3.852923999,4.344791279,50.16649704,0.742428749,2.932872496,1.266165998,2.979815482,0.734925645,3.603230188,3.657141277,0.109808528,0.482137056,4.793623479,3.944186832,0.908555924,0.494707231,0.72296576,66.34628137,3.147926515,3.342681404,36.03147608,25.26784106,0.0,9.176403929,0.915717183,7.803289753,1.989560099,33.40290787,3.519055607,0.429696512,34.69832884,6.115475275,21.20924393,10.7416906,0.262784059,0.322099291,7.099216933,3.368002682,2.051253203,1.074285689,0.327400647,1.019096895,0.073883293,47.4679212,14.73294283,1.712426121,0.237736445,1.058583767,0.132991585,2.658996638,0.270123316,16.42286789,1.307279369,0.502314703,6.435339405,1.05610499,0.02692225,0.840331441,1.719132335,7.419664954,0.0,0.208934867,97.43538791,80.47985942,0.190403625,23.76823787,2.850059558,1.3442013,10.16682672,6.722333379,0.492374523,6.598399499,1.352783489,0.07891819,2.701793317,0.0,0.20392043,0
RNA50_FPKM,0.094699791,7.562802823,1.293792319,28.52939837,0.884418223,9.184366045,1.399394455,1.060938909,2.430285762,1.262465022,4.369875138,19.47572489,7.137099138,2.126812535,4.188613819,0.395733279,13.95127659,1.45909777,14.54431438,3.8238172,4.115797969,56.93423475,0.721401431,3.129831538,0.630332967,1.013744896,0.416675867,3.752249179,4.312413169,0.270912627,0.322282379,2.672833788,4.074079958,0.66232806,0.240467144,1.140403952,35.33199778,2.164088672,4.022394044,20.88083814,14.87443003,0.0,9.626120465,1.098208372,10.96387971,1.450283137,15.66943967,3.732546377,0.0,48.76351246,6.378497153,20.48027427,12.13701433,1.021093091,0.104360038,4.993214963,3.83986786,3.082544017,0.153552061,0.377610384,0.247593047,0.035913169,32.89607975,13.37375246,1.892617401,0.346553253,2.042833377,0.0,1.435190299,0.525025659,8.783215979,2.202368165,0.065975566,4.000241994,0.885580489,0.0,1.63306258,0.285110071,7.978589285,0.0,0.406034685,57.03347657,57.82733196,0.061675544,2.519781106,2.518253808,1.195410063,14.46106098,6.905594572,0.28413999,5.086959699,0.0,0.191761712,4.773367661,0.94437878,0.0,1
RNA504_FPKM,0.235648583,18.14688847,5.246274626,20.92515869,1.021767007,9.276260114,0.435290162,1.829142855,2.687747637,1.737456105,3.423461905,22.8674864,8.897228184,3.029641101,3.511378598,0.38365637,20.40314186,1.319259736,12.89138443,3.779649446,6.86642243,43.95911382,1.153838536,2.788329897,0.832244122,2.548112931,0.206318338,4.026788987,4.87340031,0.196985785,0.499739713,7.171828188,3.681931535,0.412005696,0.128183223,1.332881518,72.49506916,3.441897357,3.629703293,39.78509402,19.23212912,0.0,8.015679724,1.84140792,8.392753193,1.174323864,27.73365301,3.004764973,0.807271588,42.62759175,6.73222536,18.4764678,13.22296109,0.408403331,0.556355621,6.345345231,3.724832468,2.796705172,0.867892657,0.576903161,0.52815826,0.057440971,37.75804831,17.26508654,2.287147722,0.123199428,1.208546395,0.206687599,3.289861414,1.726285509,16.32618565,2.461614027,0.302541232,5.961337945,0.622453378,0.013951608,0.870519032,1.969276645,8.999571703,0.240170529,0.0,107.4228687,84.68701813,0.16445829,15.83882393,0.581887651,1.968355189,9.202318802,8.111424655,0.51433532,6.049782853,2.453803833,0.24540136,3.376228218,0.587457274,0.316920984,0
RNA519_FPKM,0.309544134,9.369251223,2.553238973,24.41383974,0.833784449,8.229828981,0.395794484,1.62552821,2.825291596,1.619925191,4.183605669,27.62980702,5.561704932,1.499621785,4.228166132,0.32562959,15.4072417,0.861347273,13.30661788,5.784618455,4.856628492,60.44969306,0.0,2.887463047,2.92060332,1.63846273,0.505111676,2.799703486,5.351581131,0.037154664,0.513434407,2.913187932,2.903678528,1.248932215,0.816049884,0.534368171,53.04524631,4.010552379,3.015512213,36.68119583,24.73112311,0.0,8.083784144,0.786169559,7.898990627,1.337070887,38.62735338,2.662071042,0.11813512,32.8306682,5.524196588,16.0481509,14.95695912,0.288710688,0.708312961,6.192760679,3.526282931,2.030161471,1.216131254,0.254427894,0.840488794,0.0,44.2592276,25.03761583,2.195197395,0.0,0.70859731,0.146112713,3.802441038,0.396010073,10.53355339,1.054258288,0.373230928,9.228693715,0.649009827,0.007398275,2.770561387,1.770473694,7.320224539,1.018825916,0.229548662,146.5556114,106.7360617,0.023253476,17.52219089,1.42458615,1.078061653,5.720565602,7.953556019,0.414551126,8.468962155,0.743493895,0.130160602,3.401524146,0.356157365,0.672322897,0
RNA52_FPKM,0.0,3.229976793,1.471986709,23.51861506,0.0,12.07282172,1.377134545,0.648799921,1.618883261,4.527223456,10.72708298,19.1033292,2.070843039,3.336583363,3.889447118,0.849659337,7.554411393,1.123732381,28.72152441,2.34851702,2.997632973,28.06505636,0.0,1.908923422,0.0,0.0,0.577407797,5.839565831,1.767467475,0.699393812,0.042182316,1.406492808,6.013808443,0.0,0.0,0.738453325,70.63044296,3.241654367,1.0736143,1.373492778,8.969411446,0.0,3.291312895,0.814382933,16.64900721,3.080933769,0.907387179,5.549477981,1.056857374,28.02262109,13.25019381,21.0863154,5.677461947,0.0,0.0,8.163150079,5.693810375,4.217088469,0.0,0.411562585,0.0,0.0,16.70235285,3.056900288,4.412202973,0.0,0.251544046,0.0,0.831464699,0.0,8.772377424,0.821670388,0.0,1.092221686,3.845237241,0.0,0.0,0.173374405,13.56762245,0.0,0.0,37.64132147,60.72687827,0.0,3.3975747,2.053296714,1.760247231,19.06802028,16.19866736,0.264899973,1.356202369,5.545099274,0.776410967,6.334438569,1.725876363,0.0,0
RNA521_FPKM,0.312321278,13.33308762,4.213466451,24.11775657,1.570469393,8.003994679,0.26628589,1.806666197,4.27378589,1.878700528,3.641295286,19.98796579,16.99824282,3.881118537,6.414460833,0.547585859,21.77232865,1.231179359,14.42847671,4.367598068,5.979685592,44.31884802,1.646836039,2.777805263,1.050819321,1.102048912,0.362419598,4.399355375,4.293804479,0.162450328,0.422894983,3.545887303,4.248142054,0.336055695,0.274472673,2.025167506,80.39944186,4.174324745,3.318217165,34.71403888,18.63463081,0.0,7.996723207,1.257681171,8.259740711,1.062916141,24.60800556,3.404445811,0.794634433,45.11089751,7.485592993,21.2030802,14.12381795,0.582900729,0.238236112,8.900155986,3.822119165,1.937524073,0.514199066,0.477904046,0.439766216,0.191295116,39.70404484,18.23002921,2.200432063,0.175867405,1.815760415,0.294998456,3.918215583,1.931256931,17.51319139,2.836560743,0.33139254,5.97893858,1.141176281,0.004978986,0.621333744,1.211101176,9.380852078,0.0,0.0,106.5965825,112.0441009,0.125195396,27.05824972,0.638814793,2.248891284,10.86552086,10.01118376,0.643059808,6.263585416,5.003107006,0.058380352,3.520797333,1.078119356,0.301553977,0
RNA528_FPKM,0.172553159,19.00652652,6.801895858,20.233602,0.863321869,6.645146049,0.273152948,1.822631113,4.519954108,1.115262509,2.559269694,22.60482673,5.840451162,3.193212726,4.087097924,0.969170159,17.61814617,2.192083458,11.00717918,3.738371308,4.476136988,33.85105083,1.689305127,2.673393207,0.738318364,4.410084609,0.209164284,4.014986824,3.878624867,0.105778348,0.637838243,5.859405561,3.306630234,0.646529305,0.0,1.146892794,89.93325199,3.933373724,3.245353369,33.09420895,25.34335128,0.0,5.314702044,1.530216528,6.114476609,0.943791683,46.37237789,2.840959427,0.917262051,25.42685315,5.659706903,17.74124671,10.19511939,0.299101711,0.122245222,7.487588943,3.096015769,1.904122794,2.158287746,0.27333729,0.58008228,0.0,39.76207797,15.97944219,1.537331589,0.0,0.768501471,0.302605962,4.080045045,4.304590262,21.56077852,1.835553979,0.340017368,7.305990504,1.214106446,0.015322158,0.95646811,2.749314021,8.177307498,0.0,0.0,139.661445,108.3897229,0.264928944,32.44483362,0.688262881,1.585080887,7.164250852,6.767195915,0.91963875,7.022494179,3.080315257,0.134763565,2.702154843,0.737448356,0.463995808,0
RNA53_FPKM,0.21453616,18.01374755,6.134545063,27.12526774,2.003472608,6.926692377,0.396291285,2.647537835,3.534698556,1.054513527,3.026947633,19.66136248,6.183092103,3.11021013,4.542267655,0.825159057,18.23886023,0.997031308,12.05936227,3.749359284,5.869869649,46.64498388,0.0,3.305168538,2.702841973,3.936647931,0.379263144,3.285255368,4.073219383,0.174354589,0.523967877,5.134963592,3.740350867,1.031505585,0.102118749,1.409162753,13.63330687,2.535786525,3.208023233,24.28619495,29.23342534,0.200347261,7.378167883,0.632283417,7.116952788,1.59712838,35.83939576,2.843920349,0.487844876,40.29673392,6.775488072,18.42052826,13.91675229,0.216870746,0.443183898,8.780847309,3.827110191,1.836986465,1.01747255,0.270329775,0.631093871,0.061004724,45.85666533,17.48767834,0.985697616,0.294445041,1.330073163,0.658532735,2.512213936,2.23001368,18.02854341,1.727052784,0.224189652,6.18273211,0.880548052,0.0,0.0,2.934648986,6.169688001,0.0,0.0,103.8788453,68.57676635,0.087336545,40.3904208,1.283580755,1.42521166,9.125613777,5.792720205,0.882953564,7.917574644,5.026411365,0.228066964,2.32463366,1.203356958,0.0,0
RNA535_FPKM,0.180605994,3.902372445,0.451868584,21.50044368,0.158070236,10.6164099,0.12506656,1.778275109,2.675557259,2.050327932,3.978520031,22.94522567,3.338642792,2.156575584,6.087360352,0.578852752,13.07029326,1.020812063,16.19774847,4.18668312,4.145280933,46.68561381,0.773469892,2.386379089,0.676159717,2.174782716,0.223490291,3.901843705,4.069522719,0.070449681,0.387444452,3.761596802,4.275735229,0.355248416,0.257952727,0.358349274,59.38607718,3.922473498,2.836385896,26.52661327,16.22779959,0.252912377,7.329929848,0.951951999,9.259210379,1.210047216,28.0876229,3.645663828,0.279983824,28.71047626,5.21583033,22.02709358,9.723955949,0.547817131,0.447681998,5.915533723,2.461506186,2.862536492,0.461208571,0.050064615,0.619813074,0.0,49.60745622,17.63190889,2.377142887,0.371822992,1.503591961,0.138551998,2.657262748,1.689532528,10.75996626,1.499329553,0.396328076,7.156082334,0.205104378,0.0,0.0,0.960212277,8.641139239,0.48283272,0.217670489,123.9910595,77.13774089,0.022050207,21.28893276,0.900467741,1.74950964,14.57310248,10.61298087,0.3449077,6.275456409,1.41075031,0.0,3.540926546,0.0,0.425106094,1
RNA58_FPKM,0.084664182,13.81045359,4.18494498,22.45110626,0.338803645,6.030061157,0.402221431,2.434015117,3.888360436,1.402554551,1.81606599,21.95956553,4.039610955,3.495903316,3.969077461,1.199251339,14.6881309,0.911554417,13.0116043,3.046784924,4.903374798,36.78058937,3.31644243,2.523956451,1.173101456,3.995091474,0.068412275,3.388397503,3.92749029,0.179302667,0.485434329,4.298586967,4.093146865,2.283880866,0.414587462,0.715031007,24.47259657,3.516981647,2.214873853,26.68622651,28.35140452,0.0,6.20782621,0.717946517,6.58417993,1.049655317,33.70253838,2.662814925,0.30005066,33.18694999,4.775731572,21.17555975,11.39836123,0.586793942,0.47976625,7.82900685,3.542493955,1.798141787,1.376733649,0.268244502,0.664143473,0.082531192,49.66941457,15.39416197,0.841804938,0.132781522,1.096984974,0.29696876,3.052923978,1.206950783,19.4916703,1.606595262,0.348849718,7.355915744,1.330300535,0.0,0.0,4.237679615,7.290082071,1.552818495,0.233274641,100.393766,71.53233783,0.189091376,29.34551367,0.868435773,1.333804681,7.366405033,6.170810533,0.92828882,7.392859209,3.022951949,0.176351869,2.468441298,1.809203767,0.22767605,0
RNA6_FPKM,0.242928338,12.84024366,2.977124867,26.46861808,1.134249251,9.526126604,0.384651998,2.498038253,3.093234028,1.527521994,3.560064797,21.27530564,5.535582019,1.769672969,5.445878976,0.870110527,16.40888966,1.987768548,16.80405057,3.836319224,6.095996505,37.68139292,2.378867214,2.710404751,0.52797236,1.751245845,0.229031099,4.363088677,4.553931968,0.117328795,0.476495562,3.936004775,4.470234484,1.45630504,0.396477869,1.367742602,64.24217186,3.035510049,3.339869117,28.25489684,23.88001498,0.0,8.032790722,0.763905674,8.42539185,2.362196801,26.29801288,3.329164216,0.286958871,45.30812704,6.13458194,20.39968718,12.27748046,0.0,0.573514709,7.050458967,4.697365974,2.360471597,1.114165918,0.471124017,0.453713859,0.078936273,41.0391501,14.15311866,2.572190156,0.253995567,0.999998442,0.426127518,2.582963371,1.73161359,15.45616923,2.514441629,0.174084066,6.622245595,1.09531174,0.007194802,0.897848057,1.939025026,7.1691729,0.495176807,0.446227185,94.08008739,62.1928809,0.271268556,16.05540522,2.214799308,1.359220497,12.7728967,7.196753219,0.82206404,7.340316531,0.723045781,0.168677076,3.102848648,0.692219272,1.088913261,0
RNA60_FPKM,0.212746838,18.06514748,6.725530266,26.07931828,0.827875844,7.972567106,0.916921546,2.492633274,3.127711955,1.830009015,2.957651865,18.77083666,11.09165449,2.846726931,7.233203329,0.888978009,19.06227426,1.211386865,18.63188879,3.625909042,6.829396058,49.8052849,0.809852427,3.46149155,1.146290116,3.741212671,0.367753866,3.288237285,4.516130918,0.193648446,0.426496229,3.484275382,4.044718413,1.363913299,0.0,2.846576415,52.11595101,2.766100691,3.586083715,28.77295424,26.77970834,0.0,9.849776492,0.923709063,7.271463451,1.508367101,24.67972419,2.985370704,0.351837122,47.06448708,5.438773681,21.06739025,12.51212215,1.146896606,0.351590046,6.386743119,4.841666196,1.981014673,1.414281547,0.3669617,0.741757264,0.0,44.34546467,16.91351421,2.382269033,0.51904652,1.423667995,0.290290978,2.535726891,3.04680321,16.12695615,2.37864504,0.32606387,5.525683162,0.689522765,0.0,0.916646153,3.798311648,7.439548628,0.505544242,0.0,93.6424664,71.54689723,0.25405858,23.75842116,1.414305721,1.779377363,10.02911707,7.227516696,0.865093772,7.621965381,2.21532843,0.258474045,2.811776667,0.707090916,0.0,0
RNA62_FPKM,0.060166747,9.634684855,2.75287882,20.4270105,0.505715097,6.143226773,0.0,1.183025424,2.852496866,1.153455463,3.165195697,19.72008298,5.044085618,1.32781462,4.17388109,0.781726896,10.09957233,1.632453516,12.04998448,2.82970238,3.1462352,30.62955634,1.649483713,2.434055922,0.823855867,4.802769012,0.068067637,3.456260647,3.291066329,0.037558183,0.49568022,3.323258402,3.934798574,1.388615229,0.0,0.3952247,26.1986315,3.627139647,2.517286679,21.39651611,22.06657764,0.0,6.244883238,0.625015728,5.770496381,1.658657759,37.1412226,2.674225616,0.298508244,23.20475711,4.924909345,16.90955188,9.264552945,0.0,0.238619133,7.993239551,2.866786282,1.683782708,1.229289654,0.101899758,0.377626662,0.0,46.08759153,17.04653592,1.250856373,0.13216732,0.937942784,0.0,2.856357354,1.400964026,20.01619805,0.920334117,0.40744648,7.146708655,0.748097502,0.0,0.933885566,3.723278699,4.708650206,0.0,0.0,130.9507323,77.27531533,0.070545366,39.04104071,0.576000924,0.865750054,6.133895683,4.962644354,0.607168252,8.082574091,1.503511703,0.043873819,1.992792007,0.720050838,0.0,0
RNA63_FPKM,0.147017722,7.691081859,3.092916213,21.44462502,0.441321167,7.543645463,0.232817971,1.036772278,2.810861871,1.013594234,3.242928773,20.40975256,3.182004204,0.300785773,3.097049661,0.43084914,9.905714794,1.107995813,10.84214595,2.523920951,3.52539527,29.31967425,0.719619622,2.441219957,1.55769583,3.468505929,0.11880877,3.940466475,3.604061017,0.016389109,0.349369519,3.377235955,4.178036276,1.211767084,0.0,0.482849861,64.96946688,3.05348692,1.937019372,16.475583,20.14058968,0.235304194,6.873246347,0.636318803,7.711709489,1.072159691,18.30207603,1.942285364,0.156307708,28.76488093,5.609183833,18.97197445,9.18734354,0.254710725,0.728894042,6.653513619,3.730776961,2.066249062,1.072726827,0.292173634,0.41192324,0.071679578,41.38170541,13.0122707,1.110538811,0.345918924,0.863137077,0.644749419,1.957360859,0.785957132,19.5170291,0.634053217,0.342388737,6.980742868,1.11481535,0.0,0.814514517,4.53946224,5.104313917,0.449217097,0.0,91.07782952,73.70942835,0.061562654,39.46551926,1.75922901,0.670898501,6.25758321,4.850284892,0.738788469,6.055952522,1.968370517,0.038265783,2.437051719,0.785446855,0.0,0
RNA64_FPKM,0.266261874,8.527042475,2.740918363,20.98761987,0.0,5.428484238,0.472155663,0.962002369,2.386426404,2.619941212,4.525192193,24.50228765,2.166120582,3.612146525,4.357623729,1.165222014,9.957185419,1.155826907,12.92728185,2.818199518,3.505029481,28.95228951,2.190402608,2.407652744,0.27343685,3.078061746,0.24099612,2.805704753,3.212181207,0.041550784,0.271841437,4.219437559,6.843104081,2.681511359,0.0,0.582976844,2.914710693,5.098458191,2.235006782,14.32743906,21.71860902,0.0,5.126517241,0.990419631,9.041782676,2.772847112,15.5932927,3.741275236,0.105679254,28.64844824,5.566058293,19.32257966,11.85695825,0.0,0.633630247,10.19142138,2.160886505,2.545763925,0.714934789,0.369328019,0.584860695,0.254410162,37.54149337,7.886121392,1.058919655,0.0,0.090554945,0.0,1.917951457,1.15137734,22.21000823,0.985990453,0.29383225,5.41815455,1.864040172,0.033109638,0.0,2.697925519,2.510740814,0.0,0.0,65.54451061,38.52624942,0.145689074,43.32112173,1.359381501,1.479186744,5.739806033,5.84778445,0.855242365,3.926065828,3.992431289,0.0,3.092668458,0.0,0.0,0
RNA66_FPKM,0.17460311,3.924630531,1.262877731,18.1096165,0.143912355,7.672440951,0.341486438,1.255638058,1.167671616,1.321776137,3.357641582,21.84697373,2.200224741,0.207262833,4.017378755,0.807627932,6.659487838,1.331359999,12.76515492,2.794851845,2.930775926,36.12257209,0.704192496,2.011609609,0.3222805,1.130833091,0.087150185,2.633075995,3.002703925,0.128209319,0.356159833,3.075678004,4.328948772,2.26263989,0.234619796,0.23612291,62.12148152,4.406805304,2.512246776,16.54085396,19.49234252,0.0,6.786654374,0.543598281,8.719400579,2.359392735,23.84373526,3.437757639,0.254807108,27.54788159,5.831338561,22.46994709,11.41768339,0.0,0.611030508,7.350942314,2.826649995,2.829219899,0.389681385,0.289899794,0.322287431,0.070079765,32.78836413,12.05951059,1.921645241,0.112802219,0.567640793,0.126142308,1.90938968,0.256215384,11.73861907,0.206722072,0.386383167,4.508365877,0.992105736,0.012768143,0.797053045,1.410890326,6.664593953,0.0,0.0,84.33800392,59.48985077,0.220770616,39.42465487,2.621921901,0.815926626,6.135157518,5.252030503,0.262753857,3.502345359,0.0,0.074855464,2.994375202,0.921723986,0.193418206,0
RNA67_FPKM,0.258815056,23.22580576,5.44963124,24.47782031,1.483119602,8.844352157,0.782304845,2.911048869,3.372895559,0.827962492,3.106787067,15.75137986,7.14149843,4.529790597,4.487550092,1.769718445,16.09583252,1.702270847,12.83056021,3.602282093,6.731872594,41.55363545,5.644794451,2.8963115,1.510122922,1.942799947,0.698777505,3.794532645,4.617517042,0.247814879,0.600538257,3.591472699,4.312866589,2.591602752,0.403178144,1.326539072,61.71348484,2.961847444,3.522271695,30.20136457,30.54756722,0.527233178,8.872573723,0.997980427,8.497224426,2.162011534,29.68243885,2.809141091,0.758778647,38.3664662,5.47002957,19.38529945,12.61791454,0.28551767,0.349949569,7.913785605,4.936100599,2.43476129,1.61373819,0.749493963,1.19971335,0.0,37.71829473,14.63173022,1.648153335,1.162507433,0.950263068,1.588980111,3.077853521,4.500055406,19.73630508,1.467917089,0.36880966,6.618139632,1.226385622,0.014624732,0.0,4.440445748,5.174943109,1.006536067,0.227009951,84.64813461,73.53073355,0.367812374,29.01523403,2.909295564,1.287493869,8.367482706,5.156374731,1.262352891,7.312373342,2.204991975,0.171528,3.004517696,0.879751153,1.107313451,0
RNA69_FPKM,0.18753034,12.6958544,1.671814322,23.83602122,0.618162549,9.075151972,0.489095644,1.955719104,3.260140886,1.493590945,3.782463244,18.76430514,6.918593699,0.642696894,5.254190609,1.055998794,14.42189664,0.931100559,15.0239401,2.969937214,4.662768646,47.2014315,1.512009402,2.584600916,1.101348235,1.669928476,0.15600257,3.799081409,3.93888827,0.13770977,0.403891601,4.190342504,4.439304616,1.967257358,0.0,0.736662649,58.07169064,2.855509397,2.904689704,29.49910498,25.87928552,0.0,8.721885869,0.859403487,8.001038016,1.970959423,34.89757131,2.923399532,0.273634867,33.54633035,5.892218828,20.30768236,12.0444534,0.267726729,0.328153717,7.52134729,3.940343139,1.99366057,1.062463792,0.382535238,1.038424207,0.075271614,45.5426769,15.38306669,1.79473138,0.484531765,1.156810054,1.625359629,2.404171094,2.385041863,20.0982631,0.976822472,0.470324761,6.720892296,0.960063924,0.0,0.856137124,2.446821294,6.970425268,0.0,0.0,90.93879392,83.7626565,0.215567345,22.17462606,3.784027959,1.195013892,9.296117976,5.484956531,0.376278525,7.161484312,2.06765882,0.28146586,3.306151298,1.319974283,0.623054524,0
